" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Griffin                     Blake Griffin","C","36","$2,296,274","1.48%","","","","","Non-Bird"
"2","Craig                     Torrey Craig","SF","35","$2,296,274","1.48%","","","","","Non-Bird"
"3","Kabengele                     Mfiondu Kabengele","PF","28","$2,048,494","1.32%","","","","","Two-Way"

