" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Siakam                     Pascal Siakam","PF","29","$37,893,408","27.86%","$37,893,408","$37,893,408","$19,382,260","$37,893,408","2028"
"2","Turner                     Myles Turner","C","27","$20,975,000","15.42%","$22,475,000","$20,975,000","$20,975,000","$20,975,000","2029"
"3","McDermott                     Doug McDermott","SF","32","$14,000,000","10.29%","$14,000,000","$14,000,000","$5,465,517","$13,750,000","2024"
"4","McConnell                     T.J. McConnell","PG","31","$8,700,000","6.40%","$9,100,000","$8,700,000","$8,700,000","$8,700,000","2029"
"5","Mathurin                     Bennedict Mathurin","SG","21","$6,916,080","5.08%","$6,916,080","$6,916,080","$6,916,080","$6,916,080","2026"
"6","Toppin                     Obi Toppin","PF","25","$6,803,012","5.00%","$6,803,012","$6,803,012","$6,803,012","$6,803,012","2028"
"7","Walker                     Jarace Walker","PF","20","$6,059,520","4.45%","$6,059,520","$6,059,520","$6,059,520","$6,059,520","2027"
"8","Haliburton                     Tyrese Haliburton","PG","23","$5,808,435","4.27%","$5,808,435","$5,808,435","$5,808,435","'-","2029"
"9","Nesmith                     Aaron Nesmith","SF","24","$5,634,257","4.14%","$5,634,257","$5,634,257","$5,634,257","$5,634,257","2029"
"10","Smith                     Jalen Smith","PF","23","$5,043,773","3.71%","$5,043,773","$5,043,773","$5,043,773","$5,043,773","2027"
"11","Jackson                     Isaiah Jackson","PF","22","$2,696,280","1.98%","$2,696,280","$2,696,280","$2,696,280","$2,696,280","2028"
"12","Sheppard                     Ben Sheppard","SF","22","$2,537,160","1.87%","$2,537,160","$2,537,160","$2,537,160","$2,537,160","2027"
"13","Nembhard                     Andrew Nembhard","PG","24","$2,131,905","1.57%","$2,131,905","$2,131,905","$2,131,905","$2,131,905","2028"
"14","Brown                     Kendall Brown","SF","20","$1,100,000","0.81%","$1,100,000","$1,100,000","$1,100,000","$1,100,000","2026"
"15","Johnson                     James Johnson","PF","36","$777,703","0.57%","$777,703","$777,703","$1,230,816","'-","2024"
"16","Jackson                     Quenton Jackson","G","25","Two-Way","'-","'-","'-","'-","'-","2026"
"17","Wong                     Isaiah Wong","PG","23","Two-Way","'-","'-","'-","'-","'-","2024"
"18","Tshiebwe                     Oscar Tshiebwe","PF","24","Two-Way","'-","'-","'-","'-","'-","2026"

