" ","Player (19)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Towns                     Karl-Anthony Towns","C","29","$49,205,800","35.00%","$49,205,800","$49,205,800","$49,205,800","$49,205,800","2028"
"2","Anunoby                     OG Anunoby","SF","27","$36,637,932","26.06%","$36,637,932","$36,637,932","$36,637,932","$36,637,932","2029"
"3","Brunson                     Jalen Brunson","PG","28","$24,960,001","17.75%","$24,960,001","$24,960,001","$24,960,001","$24,960,001","2029"
"4","Bridges                     Mikal Bridges","SF","28","$23,300,000","16.57%","$23,300,000","$23,300,000","$23,300,000","$23,300,000","2030"
"5","Hart                     Josh Hart","SG","29","$18,144,000","12.91%","$18,144,000","$18,144,000","$18,144,000","$18,144,000","2028"
"6","Robinson                     Mitchell Robinson","C","26","$14,318,182","10.18%","$14,318,182","$14,318,182","$14,318,182","$14,318,182","2026"
"7","Achiuwa                     Precious Achiuwa","PF","25","$6,000,000","4.27%","$6,000,000","$6,000,000","$6,000,000","$6,000,000","2026"
"8","McBride                     Miles McBride","PG","24","$4,710,144","3.35%","$4,710,144","$4,710,144","$4,710,144","$4,710,144","2027"
"9","Payne                     Cameron Payne","PG","30","$2,087,519","1.48%","$2,087,519","$2,087,519","$3,003,427","$3,003,427","2025"
"10","Wright                     Delon Wright","PG","32","$2,087,519","1.48%","$2,087,519","$2,087,519","$1,139,231","$3,003,427","2025"
"11","Kolek                     Tyler Kolek","PG","23","$2,087,519","1.48%","$2,087,519","$2,087,519","$2,087,519","$2,087,519","2028"
"12","Dadiet                     Pacome Dadiet","SG","19","$1,808,080","1.29%","$1,808,080","$1,808,080","$1,808,080","$1,808,080","2028"
"13","Shamet                     Landry Shamet","SG","27","$1,343,690","0.96%","$1,343,690","$1,343,690","$1,682,008","$1,682,008","2026"
"14","Hukporti                     Ariel Hukporti","C","22","$1,064,049","0.76%","$1,064,049","$1,064,049","$1,064,049","$1,064,049","2026"
"15","Tucker                     P.J. Tucker","PF","39","$246,833","0.18%","$246,833","$246,833","$246,833","$246,833","2025"
"16","Beauchamp                     MarJon Beauchamp","SG","24","Two-Way","'-","'-","'-","'-","'-","2026"
"17","Toppin                     Jacob Toppin","SF","24","Two-Way","'-","'-","'-","'-","'-","2025"
"18","McCullar Jr.                     Kevin McCullar Jr.","SG","23","Two-Way","'-","'-","'-","'-","'-","2026"
"19","Watson                     Anton Watson","PF","24","Two-Way","'-","'-","'-","'-","'-","2025"

