"Player (2 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Sharpe                   Shaedon Sharpe","SG","26","RK-EXT","$24,910,713","12.96%","$24,910,713","'-","'-","'-","$24,910,713"
"Camara                   Toumani Camara","PF","29","VET-EXT","$22,419,642","11.67%","$22,419,642","'-","'-","'-","$22,419,642"

