" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Aldridge                     LaMarcus Aldridge","PF","30","$19,689,000","28.13%","$19,689,000","$19,689,000","$19,689,000","$19,689,000",""
"2","Leonard                     Kawhi Leonard","SF","24","$16,407,500","23.44%","$16,407,500","$16,407,500","$16,407,500","$16,407,500","2027"
"3","Parker                     Tony Parker","PG","33","$13,437,500","19.20%","$13,437,500","$13,437,500","$13,437,500","$13,437,500","2018"
"4","Green                     Danny Green","SG","28","$10,000,000","14.29%","$10,000,000","$10,000,000","$10,000,000","$10,000,000","2019"
"5","Diaw                     Boris Diaw","C","33","$7,500,000","10.71%","$7,500,000","$7,500,000","$7,500,000","$7,000,000","2018"
"6","Duncan                     Tim Duncan","PF","39","$6,000,000","8.57%","$6,000,000","$6,000,000","$6,000,000","'-","2017"
"7","Mills                     Patty Mills","PG","27","$3,578,947","5.11%","$3,578,947","$3,578,947","$3,578,947","$3,578,947","2017"
"8","Ginobili                     Manu Ginobili","SG","38","$2,814,000","4.02%","$2,814,000","$2,814,000","$2,814,000","'-","2017"
"9","West                     David West","PF","35","$1,499,187","2.14%","$1,499,187","$1,499,187","$1,499,187","'-","2017"
"10","Marjanovic                     Boban Marjanovic","C","27","$1,200,000","1.71%","$1,200,000","$1,200,000","$1,200,000","$1,200,000","2016"
"11","Anderson                     Kyle Anderson","SF","22","$1,142,880","1.63%","$1,142,880","$1,142,880","$1,142,880","$1,142,880","2027"
"12","Bonner                     Matt Bonner","C","35","$947,276","1.35%","$947,276","$947,276","$1,499,187","'-","2016"
"13","Simmons                     Jonathon Simmons","SF","26","$525,093","0.75%","$525,093","$525,093","$525,093","'-","2017"
"14","Miller                     Andre Miller","PG","39","$250,750","0.36%","$250,750","$250,750","$396,844","'-","2016"
"15","Martin                     Kevin Martin","SG","32","$200,600","0.29%","$200,600","$200,600","$317,475","'-","2016"

