" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Lowry                     Kyle Lowry","PG","31","$28,703,704","28.97%","$28,703,704","$28,703,704","$28,703,704","$28,703,704","2020"
"2","DeRozan                     DeMar DeRozan","SG","28","$27,739,975","27.99%","$27,739,975","$27,739,975","$27,739,975","$27,739,975","2027"
"3","Ibaka                     Serge Ibaka","PF","28","$20,061,728","20.25%","$20,061,728","$20,061,728","$20,061,728","$20,061,728","2020"
"4","Valanciunas                     Jonas Valanciunas","C","25","$15,460,674","15.60%","$15,460,674","$15,460,674","$15,460,674","$15,460,674","2027"
"5","Miles                     C.J. Miles","SF","30","$7,936,508","8.01%","$7,936,508","$7,936,508","$7,936,508","$7,936,508","2020"
"6","Nogueira                     Lucas Nogueira","C","25","$2,947,305","2.97%","$2,947,305","$2,947,305","$2,947,305","$2,947,305","2018"
"7","Poeltl                     Jakob Poeltl","C","22","$2,825,640","2.85%","$2,825,640","$2,825,640","$2,825,640","$2,825,640","2030"
"8","Wright                     Delon Wright","PG","25","$1,645,200","1.66%","$1,645,200","$1,645,200","$1,645,200","$1,645,200","2019"
"9","Anunoby                     OG Anunoby","SF","20","$1,645,200","1.66%","$1,645,200","$1,645,200","$1,645,200","$1,645,200","2029"
"10","Richardson                     Malachi Richardson","SG","22","$1,504,560","1.52%","$1,504,560","$1,504,560","$535,521","$1,504,560","2019"
"11","Powell                     Norman Powell","SG","24","$1,471,382","1.48%","$1,471,382","$1,471,382","$1,471,382","$1,471,382","2026"
"12","Siakam                     Pascal Siakam","PF","23","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","$1,312,611","2028"
"13","VanVleet                     Fred VanVleet","PG","23","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","$1,312,611","2027"
"14","McKinnie                     Alfonzo McKinnie","PF","25","$815,615","0.82%","$815,615","$815,615","$815,615","$815,615","2019"
"15","Brown                     Lorenzo Brown","PG","27","$8,313","0.01%","$8,313","$8,313","$8,612","'-","2018"
"16","Miller                     Malcolm Miller","SF","24","Two-Way","'-","'-","'-","'-","$50,000","2018"

