" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Williams                     Deron Williams","PG","27","$16,359,805","28.19%","$16,359,805","$16,359,805","$13,167,648","$13,167,648","2012"
"2","Humphries                     Kris Humphries","PF","26","$8,000,000","13.78%","$8,000,000","$8,000,000","$8,000,000","'-","2012"
"3","Outlaw                     Travis Outlaw","SF","27","$4,000,000","6.89%","$4,000,000","$4,000,000","$4,000,000","'-",""
"4","Farmar                     Jordan Farmar","PG","25","$4,000,000","6.89%","$4,000,000","$4,000,000","$3,219,512","'-","2012"
"5","Morrow                     Anthony Morrow","SG","26","$4,000,000","6.89%","$4,000,000","$4,000,000","$3,219,512","'-","2013"
"6","Petro                     Johan Petro","C","26","$3,250,000","5.60%","$3,250,000","$3,250,000","$3,250,000","'-","2013"
"7","Lopez                     Brook Lopez","C","23","$3,076,983","5.30%","$3,076,983","$3,076,983","$3,076,983","$3,076,983","2027"
"8","Williams                     Shawne Williams","SF","25","$3,000,000","5.17%","$3,000,000","$3,000,000","$3,000,000","'-","2012"
"9","Stevenson                     DeShawn Stevenson","SF","30","$2,500,000","4.31%","$2,500,000","$2,500,000","$2,500,000","'-","2012"
"10","Brooks                     MarShon Brooks","SG","23","$1,063,865","1.83%","$1,063,865","$1,063,865","'-","'-","2014"
"11","Williams                     Shelden Williams","C","","$992,680","1.71%","$992,680","$992,680","$992,680","'-","2012"
"12","Williams                     Jordan Williams","PF","","$473,604","0.82%","$473,604","$473,604","$473,604","'-","2012"
"13","Emmett                     Andre Emmett","SG","","$415,742","0.72%","$415,742","$415,742","$415,742","'-","2012"
"14","Green                     Gerald Green","SG","26","$277,540","0.48%","$277,540","$277,540","$277,540","'-","2012"
"15","Johnson                     Armon Johnson","PG","22","$34,644","0.06%","$34,644","$34,644","$34,644","'-","2012"

