" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Durant                     Kevin Durant","SF","25","$17,832,627","30.39%","$17,832,627","$17,832,627","$17,832,627","'-","2028"
"2","Westbrook                     Russell Westbrook","PG","25","$14,693,906","25.04%","$14,693,906","$14,693,906","$14,693,906","$14,693,906","2026"
"3","Ibaka                     Serge Ibaka","PF","24","$12,350,000","21.05%","$12,350,000","$12,350,000","$12,350,000","$12,350,000","2017"
"4","Perkins                     Kendrick Perkins","C","29","$8,727,437","14.87%","$8,727,437","$8,727,437","$8,727,437","'-","2015"
"5","Sefolosha                     Thabo Sefolosha","SF","29","$3,900,000","6.65%","$3,900,000","$3,900,000","$3,900,000","'-","2014"
"6","Collison                     Nick Collison","PF","33","$2,585,668","4.41%","$2,585,668","$2,585,668","$2,585,668","'-",""
"7","Lamb                     Jeremy Lamb","SG","21","$2,111,160","3.60%","$2,111,160","$2,111,160","$2,111,160","$2,111,160",""
"8","Adams                     Steven Adams","C","20","$2,090,880","3.56%","$2,090,880","$2,090,880","$2,090,880","$2,090,880","2028"
"9","Jackson                     Reggie Jackson","PG","23","$1,260,360","2.15%","$1,260,360","$1,260,360","$1,260,360","'-","2015"
"10","Thabeet                     Hasheem Thabeet","C","26","$1,200,000","2.05%","$1,200,000","$1,200,000","$1,200,000","'-","2014"
"11","Jones III                     Perry Jones III","SF","22","$1,082,520","1.84%","$1,082,520","$1,082,520","$1,082,520","'-","2016"
"12","Butler                     Caron Butler","SF","33","$1,000,000","1.70%","$1,000,000","$1,000,000","$1,000,000","'-","2014"
"13","Fisher                     Derek Fisher","PG","39","$884,293","1.51%","$884,293","$884,293","$1,399,507","'-","2014"
"14","Roberson                     Andre Roberson","SG","22","$740,560","1.26%","$740,560","$740,560","$740,560","$740,560","2017"
"15","Jerrett                     Grant Jerrett","PF","20","$28,834","0.05%","$28,834","$28,834","$28,834","'-","2014"

