" ","Player (5)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Hernangomez                     Willy Hernangomez","C","29","$4,642,804","3.41%","","","","","Bird"
"2","Snell                     Tony Snell","SG","32","$2,019,706","1.48%","","","","","Non-Bird"
"3","Nunnally                     James Nunnally","SF","33","$1,801,769","1.32%","","","","","Two-Way"
"4","Clark                     Gary Clark","PF","29","$1,801,769","1.32%","","","","","Non-Bird"
"5","Harper                     Jared Harper","PG","26","$1,801,769","1.32%","","","","","Two-Way"

