" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","McGee                     JaVale McGee","C","37","$2,087,519","1.48%","","","","","Non-Bird"
"2","Ford                     Jordan Ford","PG","26","$1,862,265","1.32%","","","","","Two-Way"

