" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Adebayo                     Bam Adebayo","C","27","$34,848,340","24.79%","$34,848,340","$34,848,340","$34,848,340","$34,848,340","2029"
"2","Herro                     Tyler Herro","SG","25","$29,000,000","20.63%","$31,500,000","$29,000,000","$29,000,000","$29,000,000","2027"
"3","Wiggins                     Andrew Wiggins","SF","29","$26,276,786","18.69%","$26,276,786","$26,276,786","$9,967,057","$26,276,786","2027"
"4","Rozier                     Terry Rozier","PG","30","$24,924,126","17.73%","$24,924,126","$24,852,505","$24,924,126","$24,924,126","2026"
"5","Robinson                     Duncan Robinson","SF","30","$19,406,000","13.80%","$19,406,000","$19,406,000","$19,406,000","$19,406,000","2028"
"6","Anderson                     Kyle Anderson","PF","31","$8,780,488","6.25%","$8,780,488","$8,780,488","$8,780,488","$8,780,488","2027"
"7","Mitchell                     Davion Mitchell","PG","26","$6,451,077","4.59%","$6,451,077","$6,451,077","$2,446,960","$6,451,077","2027"
"8","Highsmith                     Haywood Highsmith","F","28","$5,200,000","3.70%","$5,200,000","$5,200,000","$5,200,000","$5,200,000","2026"
"9","Ware                     Kel'el Ware","C","20","$4,231,800","3.01%","$4,231,800","$4,231,800","$4,231,800","$4,231,800","2028"
"10","Love                     Kevin Love","C","36","$3,850,000","2.74%","$3,850,000","$3,850,000","$3,850,000","$3,850,000","2026"
"11","Jaquez Jr.                     Jaime Jaquez Jr.","SF","23","$3,685,800","2.62%","$3,685,800","$3,685,800","$3,685,800","$3,685,800","2027"
"12","Jovic                     Nikola Jovic","SF","18","$2,464,200","1.75%","$2,464,200","$2,464,200","$2,464,200","$2,464,200","2030"
"13","Burks                     Alec Burks","SG","33","$2,087,519","1.48%","$2,087,519","$2,087,519","$3,303,771","$3,303,771","2025"
"14","Larsson                     Pelle Larsson","SG","23","$1,157,153","0.82%","$1,157,153","$1,157,153","$1,157,153","$1,157,153","2027"
"15","Johnson                     Keshad Johnson","PF","23","$724,883","0.52%","$724,883","$1,307,699","$724,883","$724,883","2026"
"16","Christopher                     Josh Christopher","SG","23","Two-Way","'-","'-","'-","'-","'-","2025"
"17","Smith                     Dru Smith","SG","27","Two-Way","'-","'-","'-","'-","'-","2028"
"18","Stevens                     Isaiah Stevens","PG","24","Two-Way","'-","'-","'-","'-","'-","2026"

