" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Richardson                     Jason Richardson","SG","34","$6,601,125","10.47%","$6,601,125","$6,601,125","$6,601,125","'-","2015"
"2","Embiid                     Joel Embiid","C","20","$4,427,640","7.02%","$4,427,640","$4,427,640","$4,427,640","$4,427,640","2029"
"3","Mbah a Moute                     Luc Richard Mbah a Moute","PF","28","$4,382,576","6.95%","$4,382,576","$4,382,576","$3,956,095","'-","2015"
"4","Robinson                     Thomas Robinson","PF","23","$3,678,360","5.83%","$3,678,360","$3,678,360","$3,678,360","'-","2015"
"5","Noel                     Nerlens Noel","C","20","$3,315,120","5.26%","$3,315,120","$3,315,120","$3,315,120","$3,315,120","2017"
"6","Aldemir                     Furkan Aldemir","PF","23","$2,963,232","4.70%","$2,963,232","$2,963,232","$3,116,159","'-","2018"
"7","Turiaf                     Ronny Turiaf","C","32","$1,500,000","2.38%","$1,500,000","$1,500,000","$1,500,000","'-","2015"
"8","Wroten Jr.                     Tony Wroten Jr.","SG","21","$1,210,080","1.92%","$1,210,080","$1,210,080","$1,210,080","'-","2016"
"9","Covington                     Robert Covington","SF","24","$1,000,000","1.59%","$1,000,000","$1,000,000","$1,000,000","$1,000,000","2018"
"10","Sims                     Henry Sims","C","24","$915,243","1.45%","$915,243","$915,243","$915,243","'-","2015"
"11","Grant                     Jerami Grant","SF","20","$884,879","1.40%","$884,879","$884,879","$884,879","$884,879","2028"
"12","Smith                     Ishmael Smith","PG","26","$861,405","1.37%","$861,405","$861,405","$923,373","$923,373","2015"
"13","Thompson                     Hollis Thompson","SG","23","$816,482","1.29%","$816,482","$816,482","$816,482","'-","2017"
"14","Canaan                     Isaiah Canaan","PG","23","$816,482","1.29%","$816,482","$816,482","$816,482","$816,482","2016"
"15","Robinson III                     Glenn Robinson III","SG","21","$507,336","0.80%","$507,336","$507,336","$507,336","'-","2015"
"16","Sampson                     JaKarr Sampson","SG","21","$507,336","0.80%","$507,336","$507,336","$507,336","'-","2018"

