" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Murray                     Dejounte Murray","PG","25","$15,428,880","13.73%","$16,928,880","$15,428,880","$15,428,880","$15,428,880","2028"
"2","McDermott                     Doug McDermott","SF","30","$13,750,000","12.23%","$14,000,000","$13,750,000","$13,750,000","$13,750,000","2024"
"3","Richardson                     Josh Richardson","SG","28","$11,615,328","10.33%","$11,615,328","$11,615,328","$3,938,531","$11,615,328",""
"4","Poeltl                     Jakob Poeltl","C","26","$8,750,000","7.78%","$8,750,000","$8,750,000","$8,750,000","$8,750,000","2030"
"5","Collins                     Zach Collins","C","24","$7,000,000","6.23%","$7,000,000","$7,000,000","$7,000,000","$7,000,000","2026"
"6","Walker IV                     Lonnie Walker IV","SG","23","$4,447,896","3.96%","$4,447,896","$4,447,896","$4,447,896","$4,447,896","2022"
"7","Vassell                     Devin Vassell","SG","21","$4,235,160","3.77%","$4,235,160","$4,235,160","$4,235,160","$4,235,160","2029"
"8","Primo                     Joshua Primo","SG","19","$3,946,800","3.51%","$3,946,800","$3,946,800","$3,946,800","$3,946,800","2025"
"9","Langford                     Romeo Langford","SG","22","$3,804,360","3.38%","$3,804,360","$3,804,360","$1,289,984","$3,804,360","2023"
"10","Johnson                     Keldon Johnson","SF","22","$2,145,720","1.91%","$2,145,720","$2,145,720","$2,145,720","$2,145,720","2027"
"11","Bates-Diop                     Keita Bates-Diop","SF","26","$1,729,217","1.54%","$1,729,217","$1,729,217","$1,729,217","$1,729,217","2023"
"12","Jones                     Tre Jones","PG","22","$1,517,981","1.35%","$1,517,981","$1,517,981","$1,517,981","$1,517,981","2028"
"13","Landale                     Jock Landale","C","26","$925,258","0.82%","$925,258","$925,258","$925,258","$925,258","2026"
"14","Cacok                     Devontae Cacok","C","25","$364,533","0.32%","$364,533","$364,533","$364,533","$364,533","2022"
"15","Wieskamp                     Joe Wieskamp","SF","","$202,068","0.18%","$202,068","$202,068","$202,068","$202,068","2022"
"16","Woodard II                     Robert Woodard II","SG","22","Two-Way","'-","'-","'-","'-","'-","2022"
"17","Stewart Jr.                     D.J. Stewart Jr.","SG","22","Two-Way","'-","'-","'-","'-","'-","2022"

