" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Snell                     Tony Snell","SG","31","$1,836,090","1.48%","","","","","Non-Bird"
"2","Nunnally                     James Nunnally","SF","32","$1,637,966","1.32%","","","","","Two-Way"
"3","Clark                     Gary Clark","PF","28","$1,637,966","1.32%","","","","","Non-Bird"
"4","Harper                     Jared Harper","PG","25","$1,637,966","1.32%","","","","","Two-Way"

