"Player (3 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Adebayo                   Bam Adebayo","C","31","VET-EXT","$57,768,000","31.56%","$57,768,000","'-","'-","'-","$57,768,000"
"Jovic                   Nikola Jovic","SF","25","RK-EXT","$15,096,000","8.25%","$15,096,000","'-","'-","'-","$15,096,000"
"Jakucionis                   Kasparas Jakucionis","PG","22","RK-1ST","$6,205,687","3.39%","$6,205,687","'-","'-","'-","'-"

