" ","Player (10)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Davis                     Glen Davis","PF","28","$6,400,000","10.91%","$6,400,000","$6,400,000","$6,400,000","'-"
"2","Turkoglu                     Hedo Turkoglu","SF","34","$6,000,000","10.23%","$6,000,000","$6,000,000","$6,000,000","'-"
"3","Harrington                     Al Harrington","PF","33","$3,574,300","6.09%","$3,574,300","$3,574,300","$3,574,300","'-"
"4","Richardson                     Quentin Richardson","PF","33","$2,808,600","4.79%","$2,808,600","$2,808,600","'-","'-"
"5","Jones                     Solomon Jones","PF","29","$495,521","0.84%","$495,521","$495,521","$495,521","'-"
"6","Osby                     Romero Osby","PF","23","$100,000","0.17%","$100,000","$100,000","'-","'-"
"7","Dedmon                     Dewayne Dedmon","C","24","$28,834","0.05%","$28,834","$28,834","$28,834","'-"
"8","Dedmon                     Dewayne Dedmon","C","24","$28,834","0.05%","$28,834","$28,834","$28,834","'-"
"9","Thomas                     Adonis Thomas","SF","20","$28,834","0.05%","$28,834","$28,834","'-","'-"
"10","Thomas                     Adonis Thomas","SF","20","$28,834","0.05%","$28,834","$28,834","$28,834","'-"

