"Player (3 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Anunoby                   OG Anunoby","SF","31","FA","$48,362,068","26.43%","$48,362,068","'-","'-","'-","$48,362,068"
"Brunson                   Jalen Brunson","PG","32","VET-EXT","$43,330,561","23.68%","$43,330,561","'-","'-","'-","$43,330,561"
"Bridges                   Mikal Bridges","SF","32","VET-EXT","$38,839,285","21.22%","$38,839,285","'-","'-","'-","$38,839,285"

