" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Towns                     Karl-Anthony Towns","C","30","$53,142,264","34.36%","$53,142,264","$53,142,264","$53,142,264","$53,142,264","2028"
"2","Anunoby                     OG Anunoby","SF","28","$39,568,966","25.59%","$39,568,966","$39,568,966","$39,568,966","$39,568,966","2029"
"3","Brunson                     Jalen Brunson","PG","29","$34,944,001","22.60%","$34,944,001","$34,944,001","$34,944,001","$34,944,001","2029"
"4","Bridges                     Mikal Bridges","SF","29","$24,900,000","16.10%","$24,900,000","$24,900,000","$24,900,000","$24,900,000","2030"
"5","Hart                     Josh Hart","SG","30","$19,472,240","12.59%","$19,472,240","$19,472,240","$19,472,240","$19,472,240","2028"
"6","Robinson                     Mitchell Robinson","C","27","$12,954,546","8.38%","$12,954,546","$12,954,546","$12,954,546","$12,954,546","2026"
"7","Alvarado                     Jose Alvarado","PG","27","$4,500,000","2.91%","$4,500,000","$4,468,966","$1,706,897","$4,500,000","2027"
"8","McBride                     Miles McBride","PG","25","$4,333,333","2.80%","$4,333,333","$4,333,333","$4,333,333","$4,333,333","2027"
"9","Dadiet                     Pacome Dadiet","SG","20","$2,847,600","1.84%","$2,847,600","$2,847,600","$2,847,600","$2,847,600","2028"
"10","Clarkson                     Jordan Clarkson","SG","33","$2,296,274","1.48%","$2,296,274","$2,296,274","$3,634,153","$3,634,153","2026"
"11","Shamet                     Landry Shamet","SG","28","$2,296,274","1.48%","$2,296,274","$2,296,274","$3,080,921","$3,080,921","2026"
"12","Kolek                     Tyler Kolek","PG","24","$2,191,897","1.42%","$2,191,897","$2,191,897","$2,191,897","$2,191,897","2028"
"13","Hukporti                     Ariel Hukporti","C","23","$1,955,377","1.26%","$1,955,377","$1,955,377","$1,955,377","$1,955,377","2026"
"14","Diawara                     Mohamed Diawara","PF","20","$1,272,870","0.82%","$1,272,870","$1,272,870","$1,272,870","$1,272,870","2026"
"15","Sochan                     Jeremy Sochan","PF","22","$778,622","0.50%","$778,622","$778,622","$806,628","$806,628","2026"

