" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Curry                     Stephen Curry","PG","29","$34,682,550","35.00%","$34,682,550","$34,682,550","$34,682,550","$34,682,550","2027"
"2","Durant                     Kevin Durant","SF","29","$25,000,000","25.23%","$25,000,000","$25,000,000","$25,000,000","$25,000,000","2028"
"3","Thompson                     Klay Thompson","SG","27","$17,826,150","17.99%","$17,826,150","$17,826,150","$17,826,150","$17,826,150","2027"
"4","Green                     Draymond Green","PF","27","$16,400,000","16.55%","$16,400,000","$16,400,000","$16,400,000","$16,400,000","2027"
"5","Iguodala                     Andre Iguodala","SF","34","$14,814,815","14.95%","$14,814,815","$14,814,815","$14,814,815","$14,814,815","2020"
"6","Livingston                     Shaun Livingston","PG","32","$7,692,308","7.76%","$7,692,308","$7,692,308","$7,692,308","$7,692,308","2020"
"7","Young                     Nick Young","SG","32","$5,192,000","5.24%","$5,192,000","$5,192,000","$5,192,000","$5,192,000","2018"
"8","Pachulia                     Zaza Pachulia","C","33","$3,477,600","3.51%","$3,477,600","$3,477,600","$3,477,600","$3,477,600","2018"
"9","West                     David West","PF","37","$1,471,382","1.48%","$1,471,382","$1,471,382","$2,328,652","$2,328,652","2018"
"10","McGee                     JaVale McGee","C","30","$1,471,382","1.48%","$1,471,382","$1,471,382","$2,116,955","$2,116,955","2018"
"11","Looney                     Kevon Looney","C","21","$1,471,382","1.48%","$1,471,382","$1,471,382","$1,471,382","$1,471,382","2019"
"12","Jones                     Damian Jones","C","22","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","$1,312,611","2020"
"13","McCaw                     Patrick McCaw","SG","22","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","$1,312,611","2018"
"14","Bell                     Jordan Bell","C","23","$815,615","0.82%","$815,615","$1,471,382","$815,615","$815,615","2019"
"15","Cook                     Quinn Cook","PG","24","$14,832","0.02%","$14,832","$14,832","$14,832","$14,832","2019"
"16","Boucher                     Chris Boucher","PF","25","Two-Way","'-","'-","'-","$75,000","$50,000","2026"

