" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","McLemore                     Ben McLemore","SF","29","$1,836,090","1.48%","","","","","Non-Bird"
"2","Hollis-Jefferson                     Rondae Hollis-Jefferson","SF","28","$1,836,090","1.48%","","","","","Non-Bird"
"3","Blevins                     Keljin Blevins","G","27","$1,637,966","1.32%","","","","",""
"4","Leaf                     TJ Leaf","PF","25","$1,637,966","1.32%","","","","","Two-Way"
"","Round 2, Pick #36","","","                                                   -"," "," "," "," "," "," "

