" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Bledsoe                     Eric Bledsoe","PG","27","$14,000,000","14.87%","$14,000,000","$14,000,000","$14,000,000","$14,000,000",""
"2","Knight                     Brandon Knight","PG","25","$12,606,250","13.39%","$12,606,250","$12,606,250","$12,606,250","$12,606,250","2020"
"3","Chandler                     Tyson Chandler","C","34","$12,415,000","13.19%","$12,415,000","$12,415,000","$12,415,000","$12,415,000","2019"
"4","Dudley                     Jared Dudley","SF","31","$10,470,000","11.12%","$10,470,000","$10,470,000","$10,470,000","$10,470,000","2019"
"5","Len                     Alex Len","C","23","$4,823,621","5.12%","$4,823,621","$4,823,621","$4,823,621","'-","2017"
"6","Bender                     Dragan Bender","PF","19","$4,276,320","4.54%","$4,276,320","$4,276,320","$4,276,320","$4,276,320","2019"
"7","Barbosa                     Leandro Barbosa","SG","34","$4,000,000","4.25%","$4,000,000","$4,000,000","$4,000,000","'-","2018"
"8","Chriss                     Marquese Chriss","PF","19","$2,941,440","3.12%","$2,941,440","$2,941,440","$2,941,440","$2,941,440","2019"
"9","Booker                     Devin Booker","SG","20","$2,223,600","2.36%","$2,223,600","$2,223,600","$2,223,600","$2,223,600","2030"
"10","Warren                     T.J. Warren","SF","23","$2,128,920","2.26%","$2,128,920","$2,128,920","$2,128,920","$2,128,920","2018"
"11","Ulis                     Tyler Ulis","PG","21","$918,369","0.98%","$918,369","$918,369","$918,369","$918,369","2020"
"12","Williams                     Alan Williams","PF","24","$874,636","0.93%","$874,636","$874,636","$874,636","'-","2017"
"13","Jones Jr.                     Derrick Jones Jr.","SF","19","$543,471","0.58%","$543,471","$543,471","$543,471","$543,471","2027"
"14","Price                     Ronnie Price","PG","33","$276,828","0.29%","$276,828","$276,828","$438,115","$438,115","2017"
"15","Millsap                     Elijah Millsap","SG","29","$23,069","0.02%","$23,069","$23,069","$23,069","$23,069","2018"

