" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","World Peace                     Metta World Peace","SF","38","$1,471,382","1.48%","","","","",""
"2","Robinson                     Thomas Robinson","PF","26","$1,471,382","1.48%","","","","",""

