" ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Rubio                     Ricky Rubio","PG","26","$13,575,000","14.42%","$13,650,000","$13,575,000","$13,575,000","$13,400,000","2019"
"2","Aldrich                     Cole Aldrich","C","28","$7,643,979","8.12%","$7,643,979","$7,643,979","$7,643,979","$7,643,979","2019"
"3","Wiggins                     Andrew Wiggins","SF","21","$6,006,600","6.38%","$6,006,600","$6,006,600","$6,006,600","$6,006,600","2027"
"4","Towns                     Karl-Anthony Towns","C","21","$5,960,160","6.33%","$5,960,160","$5,960,160","$5,960,160","$5,960,160","2028"
"5","Hill                     Jordan Hill","C","29","$4,000,000","4.25%","$4,000,000","$4,000,000","$4,000,000","'-","2018"
"6","Dunn                     Kris Dunn","PG","22","$3,872,520","4.11%","$3,872,520","$3,872,520","$3,872,520","$3,872,520","2027"
"7","Bjelica                     Nemanja Bjelica","PF","28","$3,800,000","4.04%","$3,800,000","$3,800,000","$3,800,000","$3,800,000","2018"
"8","Rush                     Brandon Rush","SG","31","$3,500,000","3.72%","$3,500,000","$3,500,000","$3,500,000","'-","2017"
"9","Muhammad                     Shabazz Muhammad","SF","24","$3,046,299","3.24%","$3,046,299","$3,046,299","$3,046,299","'-","2017"
"10","Dieng                     Gorgui Dieng","C","27","$2,348,783","2.49%","$2,348,783","$2,348,783","$2,348,783","$2,348,783",""
"11","LaVine                     Zach LaVine","SG","21","$2,240,880","2.38%","$2,240,880","$2,240,880","$2,240,880","$2,240,880","2027"
"12","Payne                     Adreian Payne","PF","25","$2,022,240","2.15%","$2,022,240","$2,022,240","$2,022,240","'-","2017"
"13","Jones                     Tyus Jones","PG","20","$1,339,680","1.42%","$1,339,680","$1,339,680","$1,339,680","$1,339,680","2026"
"14","Casspi                     Omri Casspi","SF","28","$138,414","0.15%","$138,414","$138,414","$185,710","$185,710","2017"

