" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Wall                     John Wall","PG","25","$15,851,950","22.65%","$15,851,950","$15,851,950","$15,851,950","$15,851,950",""
"2","Hilario                     Nene Hilario","C","33","$13,000,000","18.57%","$13,000,000","$13,000,000","$13,000,000","'-","2016"
"3","Gortat                     Marcin Gortat","C","31","$11,217,391","16.02%","$11,217,391","$11,217,391","$11,217,391","$11,217,391","2019"
"4","Morris                     Markieff Morris","PF","26","$8,000,000","11.43%","$8,000,000","$8,000,000","$2,588,235","$8,000,000","2019"
"5","Beal                     Bradley Beal","SG","22","$5,694,674","8.14%","$5,694,674","$5,694,674","$5,694,674","$5,694,674","2027"
"6","Porter Jr.                     Otto Porter Jr.","SF","22","$4,662,960","6.66%","$4,662,960","$4,662,960","$4,662,960","$4,662,960","2017"
"7","Dudley                     Jared Dudley","SF","30","$4,375,000","6.25%","$4,375,000","$4,375,000","$4,375,000","$4,375,000","2016"
"8","Anderson                     Alan Anderson","SG","33","$4,000,000","5.71%","$4,000,000","$4,000,000","$4,000,000","'-","2016"
"9","Gooden                     Drew Gooden","PF","34","$3,300,000","4.71%","$3,300,000","$3,300,000","$3,300,000","'-","2017"
"10","Sessions                     Ramon Sessions","PG","29","$2,170,465","3.10%","$2,170,465","$2,170,465","$2,170,465","$2,170,465","2016"
"11","Oubre Jr.                     Kelly Oubre Jr.","SF","20","$1,920,240","2.74%","$1,920,240","$1,920,240","$1,920,240","$1,920,240","2026"
"12","Temple                     Garrett Temple","SG","29","$1,100,602","1.57%","$1,100,602","$1,100,602","$1,100,602","$1,100,602","2026"
"13","Eddie                     Jarell Eddie","SF","24","$561,716","0.80%","$561,716","$561,716","$561,716","'-","2017"
"14","Hickson                     J.J Hickson","PF","27","$273,038","0.39%","$273,038","$273,038","$366,337","'-","2016"
"15","Thornton                     Marcus Thornton","SG","28","$200,600","0.29%","$200,600","$200,600","$251,107","'-","2016"

