" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Vazquez                     Fran Vazquez","C","40","$4,570,080","3.36%","","","","","1st Round Rookie Scale"
"2","Carter-Williams                     Michael Carter-Williams","PG","32","$2,019,706","1.48%","","","","","Bird"
"3","Thornwell                     Sindarius Thornwell","SG","29","$1,801,769","1.32%","","","","","Two-Way"

