" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Williamson                     Zion Williamson","PF","25","$39,446,090","25.51%","$39,446,090","$39,446,090","$39,446,090","'-","2028"
"2","Poole                     Jordan Poole","SG","26","$31,848,215","20.59%","$35,598,215","$31,848,215","$31,848,215","$31,848,215","2027"
"3","Murray                     Dejounte Murray","PG","29","$30,801,103","19.92%","$33,069,100","$30,801,103","$26,783,568","$26,783,600","2028"
"4","Murphy III                     Trey Murphy III","SF","25","$25,000,000","16.17%","$25,000,000","$25,000,000","$25,000,000","$25,000,000","2029"
"5","Jones                     Herb Jones","SF","27","$13,937,574","9.01%","$13,937,574","$13,937,574","$13,937,574","$13,937,574","2030"
"6","Looney                     Kevon Looney","C","29","$8,000,000","5.17%","$8,000,000","$8,000,000","$8,000,000","$8,000,000","2027"
"7","Fears                     Jeremiah Fears","PG","19","$7,520,040","4.86%","$7,520,040","$7,520,040","$7,520,040","$7,520,040","2029"
"8","Bey                     Saddiq Bey","SF","26","$6,118,644","3.96%","$6,451,977","$6,118,644","$6,118,644","$6,118,644","2027"
"9","Queen                     Derik Queen","C","21","$5,157,960","3.34%","$5,157,960","$5,157,960","$5,157,960","$5,157,960","2029"
"10","Hawkins                     Jordan Hawkins","SG","23","$4,741,320","3.07%","$4,741,320","$4,741,320","$4,741,320","$4,741,320","2027"
"11","Alvarado                     Jose Alvarado","PG","27","$4,500,000","2.91%","$4,500,000","$4,468,966","$4,500,000","$4,500,000","2027"
"12","Missi                     Yves Missi","C","21","$3,353,040","2.17%","$3,353,040","$3,353,040","$3,353,040","$3,353,040","2028"
"13","Jordan                     DeAndre Jordan","C","37","$2,269,880","1.47%","$2,269,880","$2,269,880","$3,592,381","$3,571,495","2026"
"14","Matkovic                     Karlo Matkovic","PF","24","$1,955,377","1.26%","$1,955,377","$1,955,377","$1,830,377","$1,830,377","2027"
"15","Peavy                     Micah Peavy","SG","24","$1,272,870","0.82%","$1,272,870","$1,272,870","$1,272,870","$1,272,870","2029"
"16","McGowens                     Bryce McGowens","SG","23","Two-Way","'-","'-","'-","$85,300","$85,300","2026"
"17","Alexander                     Trey Alexander","SG","22","Two-Way","'-","'-","'-","$85,300","$85,300","2026"
"18","Dickinson                     Hunter Dickinson","C","25","Two-Way","'-","'-","'-","$85,300","$85,300","2026"

