"Player (4)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Ingram                   Brandon Ingram","SF","31","VET-EXT","$54,476,191","29.77%","'-","","","Bird",""
"Walter                   Ja'Kobe Walter","SG","24","RK-1ST","$17,610,516","9.62%","$8,957,884","","","Restricted Bird",""
"Nwora                   Jordan Nwora","SF","30","FA","$5,700,000","3.11%","'-","","","Bird",""
"Barton                   Will Barton","SG","38","ROS","$2,717,496","1.48%","'-","","","Non-Bird",""
"Incomplete Roster Charge"," "," "," ","                                   $12,050,896"," "," "," "," "," "," "

