" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","James                     LeBron James","PF","29","$19,067,500","32.49%","$19,067,500","$19,067,500","$19,067,500","$19,067,500","2026"
"2","Bosh                     Chris Bosh","PF","29","$19,067,500","32.49%","$19,067,500","$19,067,500","$19,067,500","'-","2014"
"3","Wade                     Dwyane Wade","SG","32","$18,673,000","31.82%","$18,673,000","$18,673,000","$18,673,000","$18,673,000","2016"
"4","Haslem                     Udonis Haslem","PF","33","$4,340,000","7.40%","$4,340,000","$4,340,000","$4,340,000","'-","2014"
"5","Chalmers                     Mario Chalmers","PG","27","$4,000,000","6.82%","$4,000,000","$4,000,000","$4,000,000","'-","2014"
"6","Battier                     Shane Battier","SF","35","$3,270,000","5.57%","$3,270,000","$3,270,000","$3,270,000","'-","2014"
"7","Allen                     Ray Allen","SG","38","$3,229,050","5.50%","$3,229,050","$3,229,050","$3,229,050","'-","2014"
"8","Douglas                     Toney Douglas","SG","27","$1,600,000","2.73%","$1,600,000","$1,600,000","$1,600,000","'-","2014"
"9","Jones                     James Jones","SG","33","$1,500,000","2.56%","$1,500,000","$1,500,000","$1,500,000","$1,500,000","2014"
"10","Lewis                     Rashard Lewis","PF","34","$1,399,507","2.39%","$1,399,507","$1,399,507","$1,399,507","'-","2014"
"11","Andersen                     Chris Andersen","PF","35","$1,399,507","2.39%","$1,399,507","$1,399,507","$1,399,507","'-","2014"
"12","Cole                     Norris Cole","PG","25","$1,129,200","1.92%","$1,129,200","$1,129,200","$1,129,200","'-","2015"
"13","Oden                     Greg Oden","C","26","$884,293","1.51%","$884,293","$884,293","$1,027,424","'-","2014"
"14","Beasley                     Michael Beasley","SF","25","$884,293","1.51%","$884,293","$884,293","$1,027,424","$1,027,424","2014"
"15","Hamilton                     Justin Hamilton","C","23","$98,036","0.17%","$98,036","$98,036","$98,036","$98,036","2015"
"16","Miller                     Mike Miller","SG","33","'-","'-","'-","'-","$6,200,000","$6,200,000",""

