"Player (3 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Booker                   Devin Booker","SG","32","VET-EXT","$64,065,951","35.01%","$64,065,951","'-","'-","'-","$64,065,951"
"Maluach                   Khaman Maluach","C","22","RK-1ST","$8,436,880","4.61%","$8,436,880","'-","'-","'-","'-"
"Fleming                   Rasheer Fleming","PF","24","RK-2ND","$2,735,698","1.49%","$2,735,698","'-","'-","'-","'-"

