" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Sims                     Henry Sims","C","25","$1,181,348","1.69%","","","","",""
"2","Mullens                     B.J. Mullens","PF","26","$947,276","1.35%","","","","",""
"3","Jenkins                     Charles Jenkins","PG","26","$947,276","1.35%","","","","",""
"","Round 2, Pick #60","","","                                                   -"," "," "," "," "," "," "
"","Round 2, Pick #47","","","                                                   -"," "," "," "," "," "," "

