" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Bryant                     Kobe Bryant","SF","35","$30,453,805","51.90%","$30,453,805","$30,453,805","$30,453,805","'-",""
"2","Gasol                     Pau Gasol","C","33","$19,285,850","32.87%","$19,285,850","$19,285,850","$19,285,850","'-","2014"
"3","Nash                     Steve Nash","PG","39","$9,300,500","15.85%","$9,300,500","$9,300,500","$9,300,500","'-","2015"
"4","World Peace                     Metta World Peace","SF","34","$7,325,891","12.48%","$7,325,891","$7,325,891","$7,325,891","'-",""
"5","Hill                     Jordan Hill","C","26","$3,500,000","5.96%","$3,500,000","$3,500,000","$3,500,000","'-","2014"
"6","Kaman                     Chris Kaman","C","31","$3,183,000","5.42%","$3,183,000","$3,183,000","$3,183,000","'-","2014"
"7","Meeks                     Jodie Meeks","SG","26","$1,550,000","2.64%","$1,550,000","$1,550,000","$1,550,000","$1,450,000","2014"
"8","Brooks                     MarShon Brooks","SG","25","$1,210,080","2.06%","$1,210,080","$1,210,080","'-","'-","2014"
"9","Young                     Nick Young","SG","28","$1,106,942","1.89%","$1,106,942","$1,106,942","$1,106,942","'-","2014"
"10","Farmar                     Jordan Farmar","PG","27","$884,293","1.51%","$884,293","$884,293","$1,106,942","'-","2014"
"11","Johnson                     Wesley Johnson","SF","26","$884,293","1.51%","$884,293","$884,293","$916,099","$916,099","2014"
"12","Henry                     Xavier Henry","SG","22","$884,293","1.51%","$884,293","$884,293","$916,099","'-","2014"
"13","Sacre                     Robert Sacre","C","24","$788,872","1.34%","$788,872","$788,872","$788,872","'-","2016"
"14","Bazemore                     Kent Bazemore","SG","24","$788,872","1.34%","$788,872","$788,872","$788,872","$788,872","2014"
"15","Marshall                     Kendall Marshall","PG","22","$547,570","0.93%","$547,570","$547,570","$547,570","'-","2014"
"16","Kelly                     Ryan Kelly","PF","22","$490,180","0.84%","$490,180","$490,180","$490,180","$490,180","2014"

