"Player (3 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Sengun                   Alperen Sengun","C","26","RK-EXT","$39,036,697","21.33%","$39,036,697","'-","'-","'-","$39,036,697"
"Smith Jr.                   Jabari Smith Jr.","PF","25","RK-EXT","$23,643,411","12.92%","$23,643,411","'-","'-","'-","$23,643,411"
"Finney-Smith                   Dorian Finney-Smith","PF","35","FA","$13,335,000","7.29%","$13,335,000","'-","'-","'-","'-"

