"Player (8 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Embiid                   Joel Embiid","C","33","VET-EXT","$62,748,000","36.00%","$62,748,000","'-","'-","'-","$62,748,000"
"George                   Paul George","SG","37","FA","$56,586,670","32.47%","$56,586,670","'-","'-","'-","$56,586,670"
"Maxey                   Tyrese Maxey","PG","27","FA","$43,582,280","25.00%","$43,582,280","'-","'-","'-","$43,582,280"
"Edgecombe                   VJ Edgecombe","SG","22","RK-1ST","$12,219,840","7.01%","$12,219,840","'-","'-","'-","'-"
"McCain                   Jared McCain","PG","23","RK-1ST","$6,784,268","3.89%","$6,784,268","'-","'-","'-","'-"
"Edwards                   Justin Edwards","SG","24","FA","$2,616,754","1.50%","$2,616,754","'-","'-","'-","'-"
"Broome                   Johni Broome","C","25","RK-2ND","$2,525,901","1.45%","$2,525,901","'-","'-","'-","'-"
"Bona                   Adem Bona","C","24","RK-2ND","$2,486,995","1.43%","$2,486,995","'-","'-","'-","'-"

