" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Gobert                     Rudy Gobert","C","29","$35,344,828","31.44%","$35,344,828","$35,344,828","$35,344,828","$35,344,828","2028"
"2","Mitchell                     Donovan Mitchell","SG","25","$28,103,500","25.00%","$28,103,500","$28,103,500","$28,103,500","$28,103,500","2028"
"3","Conley                     Mike Conley","PG","34","$21,000,000","18.68%","$22,500,000","$21,000,000","$21,000,000","$21,000,000","2026"
"4","Bogdanovic                     Bojan Bogdanovic","SF","32","$18,700,000","16.63%","$18,700,000","$18,700,000","$18,700,000","$18,502,000",""
"5","Clarkson                     Jordan Clarkson","SG","29","$12,420,000","11.05%","$12,420,000","$12,420,000","$12,420,000","$12,420,000","2026"
"6","O'Neale                     Royce O'Neale","SF","28","$8,800,000","7.83%","$8,800,000","$8,800,000","$8,800,000","$8,800,000","2028"
"7","Hernangomez                     Juancho Hernangomez","PF","26","$6,803,190","6.05%","$7,012,440","$6,803,190","$2,757,212","$6,175,440","2023"
"8","Gay                     Rudy Gay","PF","35","$5,890,000","5.24%","$5,890,000","$5,890,000","$5,890,000","$5,890,000","2024"
"9","Alexander-Walker                     Nickeil Alexander-Walker","SG","23","$3,261,480","2.90%","$3,261,480","$3,261,480","$1,105,904","$3,261,480","2029"
"10","Azubuike                     Udoka Azubuike","C","22","$2,075,880","1.85%","$2,075,880","$2,075,880","$2,075,880","$2,075,880","2023"
"11","Paschall                     Eric Paschall","PF","25","$1,782,621","1.59%","$1,782,621","$1,782,621","$1,782,621","$1,782,621","2022"
"12","Butler                     Jared Butler","PG","21","$925,258","0.82%","$925,258","$925,258","$925,258","$925,258","2023"
"13","House Jr.                     Danuel House Jr.","SF","28","$565,986","0.50%","$565,986","$565,986","$657,596","$657,596","2022"
"14","Forrest                     Trent Forrest","PG","23","$8,558","0.01%","$8,558","$9,593","$8,558","$8,558","2022"
"15","Sneed                     Xavier Sneed","SF","24","Two-Way","'-","'-","'-","'-","'-","2023"

