" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Price                     A.J. Price","PG","28","$406,588","0.64%","$406,588","$406,588","$406,588","'-"
"2","Cherry                     Will Cherry","PG","23","$95,499","0.15%","$95,499","$95,499","$95,499","'-"
"3","Price                     A.J. Price","PG","28","$43,786","0.07%","$43,786","$43,786","$43,786","'-"
"4","Crawford                     Chris Crawford","PG","22","$20,000","0.03%","$20,000","$20,000","$20,000","'-"

