"Player (7)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Walsh                   Jordan Walsh","SF","23","RK-2ND","$2,957,063","1.70%","'-","","","Bird",""
"Queta                   Neemias Queta","C","28","FA","$2,778,492","1.59%","'-","","","Bird",""
"Williams                   Amari Williams","C","26","ROS","$2,765,467","1.59%","$2,765,467","","","Restricted Early Bird",""
"Griffin                   Blake Griffin","C","38","FA","$2,588,091","1.48%","'-","","","Non-Bird",""
"Craig                   Torrey Craig","SF","37","ROS","$2,588,091","1.48%","'-","","","Non-Bird",""
"Garza                   Luka Garza","C","29","FA","$2,579,865","1.48%","'-","","","Early Bird",""
"Kabengele                   Mfiondu Kabengele","PF","30","2W","$2,308,823","1.32%","'-","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $7,173,150"," "," "," "," "," "," "

