" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Barnes                     Harrison Barnes","SF","26","$24,793,702","24.34%","$24,793,702","$24,793,702","$8,580,549","$24,107,258","2026"
"2","Burks                     Alec Burks","SG","27","$11,536,515","11.32%","$11,536,515","$11,536,515","$4,331,000","$11,286,515","2019"
"3","Bogdanovic                     Bogdan Bogdanovic","SG","26","$9,000,000","8.83%","$9,000,000","$9,000,000","$9,000,000","$9,000,000","2027"
"4","Koufos                     Kosta Koufos","C","29","$8,739,500","8.58%","$8,739,500","$8,739,500","$8,739,500","$8,739,500","2019"
"5","Bagley III                     Marvin Bagley III","PF","19","$7,305,600","7.17%","$7,305,600","$7,305,600","$7,305,600","$7,305,600","2026"
"6","Bjelica                     Nemanja Bjelica","PF","30","$6,500,000","6.38%","$6,500,000","$6,500,000","$6,500,000","$6,500,000","2021"
"7","Fox                     De'Aaron Fox","PG","21","$5,470,920","5.37%","$5,470,920","$5,470,920","$5,470,920","$5,470,920","2030"
"8","Cauley-Stein                     Willie Cauley-Stein","C","25","$4,696,875","4.61%","$4,696,875","$4,696,875","$4,696,875","$4,696,875","2019"
"9","Hield                     Buddy Hield","SG","26","$3,833,760","3.76%","$3,833,760","$3,833,760","$3,833,760","$3,833,760",""
"10","Ferrell                     Yogi Ferrell","PG","25","$3,000,000","2.95%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2020"
"11","Giles                     Harry Giles","PF","20","$2,207,040","2.17%","$2,207,040","$2,207,040","$2,207,040","$2,207,040","2021"
"12","Brewer                     Corey Brewer","SG","32","$2,000,000","1.96%","$2,000,000","$2,000,000","$2,000,000","'-","2019"
"13","Swanigan                     Caleb Swanigan","PF","21","$1,740,000","1.71%","$1,740,000","$1,740,000","$619,322","$1,740,000","2020"
"14","Mason III                     Frank Mason III","PG","24","$1,378,242","1.35%","$1,378,242","$1,378,242","$1,378,242","$1,378,242","2020"
"15","Johnson                     B.J. Johnson","SF","23","$47,371","0.05%","$47,371","$85,458","$47,371","$47,371","2020"
"16","Williams                     Troy Williams","SF","24","Two-Way","'-","'-","'-","'-","'-","2019"
"17","Gabriel                     Wenyen Gabriel","PF","21","Two-Way","'-","'-","'-","'-","'-","2020"

