" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Curry                     Stephen Curry","PG","35","$51,915,615","38.17%","$51,915,615","$51,915,615","$51,915,615","$51,915,615","2027"
"2","Thompson                     Klay Thompson","SG","33","$43,219,440","31.77%","$43,219,440","$43,219,440","$43,219,440","$43,219,440","2027"
"3","Paul                     Chris Paul","PG","38","$30,800,000","22.64%","$30,800,000","$30,800,000","$30,800,000","$30,800,000","2025"
"4","Wiggins                     Andrew Wiggins","SF","28","$24,330,357","17.89%","$24,330,357","$24,330,357","$24,330,357","$24,330,357","2027"
"5","Green                     Draymond Green","PF","33","$22,321,429","16.41%","$22,321,429","$21,012,922","$22,321,429","$22,321,429","2027"
"6","Payton II                     Gary Payton II","PG","31","$8,715,000","6.41%","$8,715,000","$8,715,000","$8,715,000","$8,715,000","2026"
"7","Looney                     Kevon Looney","C","27","$7,500,000","5.51%","$8,500,000","$7,500,000","$7,500,000","$7,500,000","2025"
"8","Kuminga                     Jonathan Kuminga","PF","21","$6,012,840","4.42%","$6,012,840","$6,012,840","$6,012,840","$6,012,840","2027"
"9","Moody                     Moses Moody","SG","21","$3,918,480","2.88%","$3,918,480","$3,918,480","$3,918,480","$3,918,480","2028"
"10","Podziemski                     Brandin Podziemski","SG","20","$3,352,440","2.46%","$3,352,440","$3,352,440","$3,352,440","$3,352,440","2027"
"11","Saric                     Dario Saric","PF","29","$2,019,706","1.48%","$2,019,706","$2,019,706","$2,709,849","$2,709,849","2026"
"12","Jackson-Davis                     Trayce Jackson-Davis","PF","23","$1,119,563","0.82%","$1,119,563","$1,119,563","$1,119,563","$1,119,563","2027"
"13","Santos                     Gui Santos","SF","21","$1,029,483","0.76%","$1,029,483","$1,029,483","$1,029,483","$1,029,483","2026"
"14","Quinones                     Lester Quinones","SG","23","$548,815","0.40%","$548,815","$615,198","$548,815","$548,815","2024"
"15","Garuba                     Usman Garuba","PF","21","$11,608","0.01%","$11,608","$11,608","$11,608","$11,608","2024"
"16","Robinson                     Jerome Robinson","SG","26","Two-Way","'-","'-","'-","'-","'-","2024"
"17","Spencer                     Pat Spencer","G","27","Two-Way","'-","'-","'-","'-","'-","2026"

