" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Matthews                     Wesley Matthews","SG","38","$2,087,519","1.48%","","","","","Non-Bird"
"2","Forrest                     Trent Forrest","PG","26","$2,087,519","1.48%","","","","","Early Bird"
"3","Windler                     Dylan Windler","SF","28","$1,862,265","1.32%","","","","","Two-Way"

