" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Brewer                     Corey Brewer","SG","32","$1,544,951","1.52%","","","","",""
"2","Collison                     Nick Collison","PF","38","$1,544,951","1.52%","","","","",""
"3","Cole                     Norris Cole","PG","30","$1,512,601","1.48%","","","","",""

