" ","Player (1)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Thomas                     Matt Thomas","SG","29","$2,019,706","1.48%","","","","","Non-Bird"
"","Round 2, Pick #56","","","                                                   -"," "," "," "," "," "," "

