" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Antetokounmpo                     Giannis Antetokounmpo","PF","24","$24,157,303","23.71%","$24,157,303","$24,157,303","$24,157,303","$24,157,303","2028"
"2","Hill                     George Hill","PG","32","$19,000,000","18.65%","$19,000,000","$19,000,000","$13,418,079","$19,000,000","2020"
"3","Bledsoe                     Eric Bledsoe","PG","29","$15,000,000","14.72%","$15,000,000","$15,000,000","$15,000,000","$15,000,000",""
"4","Middleton                     Khris Middleton","SF","27","$13,000,000","12.76%","$13,000,000","$13,000,000","$13,000,000","$13,000,000","2026"
"5","Mirotic                     Nikola Mirotic","PF","27","$12,500,000","12.27%","$12,500,000","$12,500,000","$4,449,153","$12,500,000","2019"
"6","Snell                     Tony Snell","SG","27","$10,807,143","10.61%","$10,807,143","$10,807,143","$10,807,143","$10,607,143","2021"
"7","Ilyasova                     Ersan Ilyasova","PF","31","$7,000,000","6.87%","$7,000,000","$7,000,000","$7,000,000","$7,000,000","2021"
"8","Lopez                     Brook Lopez","C","30","$3,382,000","3.32%","$3,382,000","$3,382,000","$3,382,000","$3,382,000","2027"
"9","Wilson                     DJ Wilson","PF","22","$2,534,280","2.49%","$2,534,280","$2,534,280","$2,534,280","$2,534,280","2021"
"10","DiVincenzo                     Donte DiVincenzo","SG","22","$2,481,000","2.44%","$2,481,000","$2,481,000","$2,481,000","$2,481,000","2027"
"11","Connaughton                     Pat Connaughton","SG","26","$1,641,000","1.61%","$1,641,000","$1,641,000","$1,641,000","$1,641,000","2026"
"12","Brogdon                     Malcolm Brogdon","PG","26","$1,544,951","1.52%","$1,544,951","$1,544,951","$1,544,951","$1,544,951","2019"
"13","Brown                     Sterling Brown","SG","23","$1,378,242","1.35%","$1,378,242","$1,378,242","$1,378,242","$1,378,242","2020"
"14","Gasol                     Pau Gasol","C","38","$333,285","0.33%","$333,285","$333,285","$527,467","$527,467","2019"
"15","Frazier                     Tim Frazier","PG","28","$196,553","0.19%","$196,553","$196,553","$210,692","$210,692","2019"
"16","Colson                     Bonzie Colson","PF","23","Two-Way","'-","'-","'-","'-","'-","2019"

