" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Porzingis                     Kristaps Porzingis","PF","24","$27,285,000","25.00%","$27,285,000","$27,285,000","$25,579,688","$27,285,000","2026"
"2","Hardaway Jr.                     Tim Hardaway Jr.","SG","27","$20,025,127","18.35%","$20,025,127","$20,025,127","$17,015,625","$18,150,000","2026"
"3","Lee                     Courtney Lee","SG","34","$12,759,670","11.69%","$12,759,670","$12,759,670","$11,962,191","$12,759,670","2020"
"4","Powell                     Dwight Powell","PF","28","$10,259,375","9.40%","$10,259,375","$10,259,375","$9,618,164","$10,259,375","2026"
"5","Wright                     Delon Wright","PG","27","$9,473,684","8.68%","$10,523,684","$9,473,684","$8,881,579","$9,473,684","2022"
"6","Kleber                     Maxi Kleber","PF","28","$8,000,000","7.33%","$8,475,000","$8,000,000","$8,075,000","$7,900,000","2026"
"7","Doncic                     Luka Doncic","PG","20","$7,683,360","7.04%","$7,683,360","$7,683,360","$7,203,150","$7,683,360","2029"
"8","Curry                     Seth Curry","SG","29","$7,461,380","6.84%","$7,461,380","$7,461,380","$6,995,044","$7,461,380","2026"
"9","Finney-Smith                     Dorian Finney-Smith","SF","26","$4,000,000","3.67%","$4,000,000","$4,000,000","$3,750,000","$4,000,000","2029"
"10","Marjanovic                     Boban Marjanovic","C","31","$3,500,000","3.21%","$3,500,000","$3,500,000","$3,281,250","$3,500,000","2021"
"11","Jackson                     Justin Jackson","SF","24","$3,280,920","3.01%","$3,280,920","$3,280,920","$3,075,863","$3,280,920","2021"
"12","Barea                     Jose Barea","PG","35","$1,620,564","1.48%","$1,620,564","$1,620,564","$2,404,456","$2,564,753","2020"
"13","Brunson                     Jalen Brunson","PG","23","$1,416,852","1.30%","$1,416,852","$1,416,852","$1,328,299","$1,416,852","2029"
"14","Kidd-Gilchrist                     Michael Kidd-Gilchrist","SF","26","$604,278","0.55%","$604,278","$604,278","$810,763","$810,763","2020"
"15","Broekhoff                     Ryan Broekhoff","SF","29","$163,356","0.15%","$163,356","$183,115","$163,356","$163,356","2020"
"16","Burke                     Trey Burke","PG","27","'-","'-","'-","'-","$229,220","$229,220","2020"
"17","Reaves                     Josh Reaves","SG","22","Two-Way","'-","'-","'-","'-","'-","2020"
"18","Cleveland                     Antonius Cleveland","SG","25","Two-Way","'-","'-","'-","'-","'-","2020"

