" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Randolph                     Zach Randolph","PF","30","$15,200,000","26.19%","$15,200,000","$15,200,000","$12,234,146","$12,234,146",""
"2","Gasol                     Marc Gasol","C","27","$12,922,194","22.26%","$12,922,194","$12,922,194","$10,400,790","$10,400,790","2015"
"3","Gay                     Rudy Gay","SF","25","$12,099,043","20.84%","$12,099,043","$12,099,043","$12,099,043","$12,099,043","2015"
"4","Conley                     Mike Conley","PG","24","$6,611,571","11.39%","$6,611,571","$6,611,571","$5,321,508","$5,321,508","2026"
"5","Mayo                     O.J. Mayo","SG","24","$5,632,636","9.70%","$5,632,636","$5,632,636","$4,533,585","'-","2012"
"6","Allen                     Tony Allen","SG","30","$3,150,000","5.43%","$3,150,000","$3,150,000","$2,535,366","'-","2013"
"7","Speights                     Marreese Speights","PF","24","$2,721,254","4.69%","$2,721,254","$2,721,254","$2,190,278","'-","2012"
"8","Arthur                     Darrell Arthur","PF","23","$2,027,118","3.49%","$2,027,118","$2,027,118","$1,631,583","$1,631,583","2012"
"9","Cunningham                     Dante Cunningham","PF","24","$2,000,000","3.45%","$2,000,000","$2,000,000","$1,609,756","'-","2014"
"10","Haddadi                     Hamed Haddadi","C","26","$1,300,000","2.24%","$1,300,000","$1,300,000","$1,046,341","'-","2012"
"11","Pondexter                     Quincy Pondexter","SG","23","$1,153,800","1.99%","$1,153,800","$1,153,800","$928,668","$928,668",""
"12","Pargo                     Jermey Pargo","PG","25","$1,000,000","1.72%","$1,000,000","$1,000,000","$804,878","'-","2013"
"13","Young                     Sam Young","SF","26","$947,800","1.63%","$947,800","$947,800","'-","'-","2012"
"14","Selby                     Josh Selby","PG","20","$550,000","0.95%","$550,000","$550,000","$442,683","'-","2014"
"15","Arenas                     Gilbert Arenas","SG","30","$270,993","0.47%","$270,993","$270,993","$414,378","'-","2012"
"16","Hudson                     Lester Hudson","PG","27","$48,232","0.08%","$48,232","$48,232","$48,232","'-","2012"

