" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Roberts                     Brian Roberts","PG","33","$1,512,601","1.48%","","","","",""
"2","Paige                     Marcus Paige","PG","25","$1,349,383","1.32%","","","","",""

