" ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Nowitzki                     Dirk Nowitzki","PF","33","$19,092,873","32.89%","$19,092,873","$19,092,873","$15,367,434","$15,367,434","2014"
"2","Terry                     Jason Terry","SG","34","$11,437,500","19.70%","$11,437,500","$11,437,500","$9,205,793","'-","2012"
"3","Kidd                     Jason Kidd","PG","38","$10,121,000","17.44%","$10,121,000","$10,121,000","$6,841,463","'-","2012"
"4","Odom                     Lamar Odom","PF","32","$8,900,000","15.33%","$8,900,000","$8,900,000","$7,163,415","'-","2013"
"5","Marion                     Shawn Marion","SF","33","$8,022,449","13.82%","$8,022,449","$8,022,449","$6,457,093","'-","2014"
"6","Haywood                     Brendan Haywood","C","32","$7,624,500","13.14%","$7,624,500","$7,624,500","$6,136,793","'-","2012"
"7","Carter                     Vince Carter","SG","35","$3,000,000","5.17%","$3,000,000","$3,000,000","$2,414,634","$2,414,634","2014"
"8","Beaubois                     Rodrigue Beaubois","PG","23","$1,236,720","2.13%","$1,236,720","$1,236,720","'-","'-","2013"
"9","Jones                     Dominique Jones","SG","23","$1,193,280","2.06%","$1,193,280","$1,193,280","$960,445","'-","2013"
"10","Wright                     Brandan Wright","PF","24","$915,852","1.58%","$915,852","$915,852","$737,149","$737,149","2013"
"11","Mahinmi                     Ian Mahinmi","C","25","$884,293","1.52%","$884,293","$884,293","$711,748","$711,748","2012"
"12","West                     Delonte West","PG","","$854,389","1.47%","$854,389","$854,389","$922,661","'-","2012"
"13","Jianlian                     Yi Jianlian","PF","24","$771,706","1.33%","$771,706","$771,706","'-","'-","2012"
"14","Azubuike                     Kelenna Azubuike","SF","28","$270,738","0.47%","$270,738","$270,738","$270,738","'-","2012"

