" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Harris                     Tobias Harris","PF","28","$34,358,850","31.48%","$34,358,850","$34,358,850","$34,358,850","$34,358,850","2026"
"2","Simmons                     Ben Simmons","PG","24","$30,559,200","28.00%","$30,559,200","$30,559,200","$30,559,200","$30,559,200","2025"
"3","Embiid                     Joel Embiid","C","26","$29,542,010","27.07%","$29,542,010","$29,542,010","$29,542,010","$29,542,010","2029"
"4","Green                     Danny Green","SF","33","$15,365,854","14.08%","$15,365,854","$15,365,854","$15,365,854","$15,365,854","2021"
"5","Hill                     George Hill","PG","34","$9,590,602","8.79%","$9,590,602","$9,590,602","$3,481,520","$9,590,602","2022"
"6","Curry                     Seth Curry","SG","30","$7,834,449","7.18%","$7,834,449","$7,834,449","$7,834,449","$7,834,449","2026"
"7","Scott                     Mike Scott","PF","32","$5,005,350","4.59%","$5,005,350","$5,005,350","$5,019,512","$5,005,350","2021"
"8","Thybulle                     Matisse Thybulle","SG","23","$2,711,280","2.48%","$2,711,280","$2,711,280","$2,711,280","$2,711,280","2026"
"9","Maxey                     Tyrese Maxey","PG","20","$2,478,840","2.27%","$2,478,840","$2,478,840","$2,478,840","$2,478,840","2029"
"10","Korkmaz                     Furkan Korkmaz","SG","23","$1,762,796","1.62%","$1,762,796","$1,762,796","$1,762,796","$1,762,796","2021"
"11","Milton                     Shake Milton","SG","24","$1,701,593","1.56%","$1,701,593","$1,701,593","$1,701,593","$1,701,593","2023"
"12","Howard                     Dwight Howard","C","35","$1,620,564","1.48%","$1,620,564","$1,611,720","$2,564,753","$1","2021"
"13","Joe                     Isaiah Joe","SG","21","$898,310","0.82%","$898,310","$898,310","$898,310","$898,310","2028"
"14","Reed                     Paul Reed","PF","21","$609,128","0.56%","$609,128","$609,128","$609,128","$609,128","2027"
"15","Tolliver                     Anthony Tolliver","PF","35","$263,502","0.24%","$263,502","$263,502","$263,502","$263,502","2022"
"16","Clark                     Gary Clark","PF","26","Two-Way","'-","'-","'-","'-","'-","2021"
"17","Tucker                     Rayjon Tucker","SF","23","Two-Way","'-","'-","'-","'-","'-","2021"

