" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Butler                     Jimmy Butler","SG","28","$19,301,070","19.48%","$19,301,070","$19,301,070","$17,546,918","$19,301,070","2027"
"2","Teague                     Jeff Teague","PG","29","$19,000,000","19.17%","$19,000,000","$19,000,000","$19,000,000","$19,000,000","2020"
"3","Dieng                     Gorgui Dieng","C","28","$14,112,360","14.24%","$14,112,360","$14,112,360","$14,112,360","$14,112,360","2021"
"4","Gibson                     Taj Gibson","PF","32","$14,000,000","14.13%","$14,000,000","$14,000,000","$14,000,000","$14,000,000","2019"
"5","Wiggins                     Andrew Wiggins","SF","22","$7,574,323","7.64%","$7,574,323","$7,574,323","$7,574,323","$7,574,323","2027"
"6","Aldrich                     Cole Aldrich","C","29","$7,300,000","7.37%","$7,300,000","$7,300,000","$7,300,000","$7,300,000","2019"
"7","Towns                     Karl-Anthony Towns","C","22","$6,216,840","6.27%","$6,216,840","$6,216,840","$6,216,840","$6,216,840","2028"
"8","Crawford                     Jamal Crawford","SG","37","$4,328,000","4.37%","$4,328,000","$4,328,000","$4,328,000","$4,328,000","2019"
"9","Bjelica                     Nemanja Bjelica","PF","29","$3,949,999","3.99%","$3,949,999","$3,949,999","$3,949,999","$3,949,999","2018"
"10","Patton                     Justin Patton","C","20","$2,247,480","2.27%","$2,247,480","$2,247,480","$2,247,480","$2,247,480","2021"
"11","Brooks                     Aaron Brooks","PG","33","$1,471,382","1.48%","$1,471,382","$1,471,382","$2,116,955","$2,116,955","2018"
"12","Jones                     Tyus Jones","PG","21","$1,471,382","1.48%","$1,471,382","$1,471,382","$1,471,382","$1,471,382","2026"
"13","Georges-Hunt                     Marcus Georges-Hunt","SG","23","$1,312,611","1.32%","$1,312,611","$1,471,382","$1,312,611","$1,312,611","2018"
"14","Rose                     Derrick Rose","PG","29","$290,951","0.29%","$290,951","$290,951","$418,607","$418,607","2018"
"15","Jefferson                     Amile Jefferson","PF","24","$4,608","0.00%","$4,608","$4,608","$4,608","$4,608","2018"
"16","Brown                     Anthony Brown","SF","25","Two-Way","'-","'-","'-","$49,877","$50,000",""

