" ","Player (13)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Salmons                     John Salmons","SF","33","$8,083,000","13.93%","$8,083,000","$8,083,000","$8,083,000","'-","2015"
"2","Thornton                     Marcus Thornton","SG","25","$7,525,000","12.96%","$7,525,000","$7,525,000","$7,525,000","'-","2015"
"3","Hayes                     Chuck Hayes","PF","29","$5,486,250","9.45%","$5,486,250","$5,486,250","$5,486,250","'-","2015"
"4","Evans                     Tyreke Evans","SG","23","$5,251,825","9.05%","$5,251,825","$5,251,825","$5,251,825","'-","2013"
"5","Thompson                     Jason Thompson","PF","26","$5,250,000","9.04%","$5,250,000","$5,250,000","$5,250,000","'-","2017"
"6","Cousins                     DeMarcus Cousins","C","22","$3,880,800","6.69%","$3,880,800","$3,880,800","$3,880,800","$3,880,800","2014"
"7","Outlaw                     Travis Outlaw","SF","28","$3,000,000","5.17%","$3,000,000","$3,000,000","$3,000,000","'-","2015"
"8","Johnson                     James Johnson","PF","25","$2,812,006","4.84%","$2,812,006","$2,812,006","$2,812,006","$2,812,006","2013"
"9","Aldrich                     Cole Aldrich","C","24","$2,445,480","4.21%","$2,445,480","$2,445,480","$2,445,480","$2,445,480","2013"
"10","Fredette                     Jimmer Fredette","PG","23","$2,339,040","4.03%","$2,339,040","$2,339,040","$2,339,040","'-","2014"
"11","Patterson                     Patrick Patterson","PF","23","$2,096,760","3.61%","$2,096,760","$2,096,760","$2,096,760","$2,096,760","2014"
"12","Douglas                     Toney Douglas","SG","26","$2,067,880","3.56%","$2,067,880","$2,067,880","$2,067,880","'-","2013"
"13","Thomas                     Isaiah Thomas","PG","23","$762,195","1.31%","$762,195","$762,195","$762,195","$762,195","2014"

