" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Hield                     Buddy Hield","SG","28","$24,971,851","22.88%","$25,751,834","$24,971,851","$24,971,851","$24,201,834","2024"
"2","Barnes                     Harrison Barnes","PF","28","$22,215,909","20.36%","$22,215,909","$22,215,909","$22,215,909","$22,215,909","2026"
"3","Wright                     Delon Wright","PG","28","$9,000,000","8.25%","$10,050,000","$9,000,000","$3,267,123","$9,000,000","2022"
"4","Bagley III                     Marvin Bagley III","PF","21","$8,963,640","8.21%","$8,963,640","$8,963,640","$8,963,640","$8,963,640","2026"
"5","Fox                     De'Aaron Fox","PG","23","$8,099,627","7.42%","$8,099,627","$8,099,627","$8,099,627","$8,099,627","2030"
"6","Holmes                     Richaun Holmes","C","27","$5,005,350","4.59%","$5,005,350","$5,005,350","$5,005,350","$5,005,350","2021"
"7","Haliburton                     Tyrese Haliburton","PG","20","$3,831,840","3.51%","$3,831,840","$3,831,840","$3,831,840","$3,831,840","2029"
"8","Harkless                     Maurice Harkless","SF","27","$3,623,000","3.32%","$3,623,000","$3,623,000","$1,315,199","$3,623,000","2021"
"9","Whiteside                     Hassan Whiteside","C","31","$1,620,564","1.48%","$1,620,564","$1,620,564","$2,320,044","$2,320,044","2021"
"10","Davis                     Terence Davis","SG","23","$1,517,981","1.39%","$1,517,981","$1,701,593","$551,048","$1,517,981","2021"
"11","James                     Justin James","SG","24","$1,517,981","1.39%","$1,517,981","$1,517,981","$1,517,981","$1,517,981","2022"
"12","Woodard II                     Robert Woodard II","SG","21","$1,500,000","1.37%","$1,500,000","$1,500,000","$1,500,000","$1,500,000","2024"
"13","Ramsey                     Jahmi'us Ramsey","SG","19","$1,000,000","0.92%","$1,000,000","$1,000,000","$1,000,000","$1,000,000","2023"
"14","Metu                     Chimezie Metu","C","23","$700,000","0.64%","$700,000","$700,000","$700,000","$700,000","2023"
"15","Jones                     Damian Jones","C","25","$237,965","0.22%","$237,965","$237,965","$237,965","$237,965","2022"
"16","Guy                     Kyle Guy","SG","23","Two-Way","'-","'-","'-","'-","'-","2021"
"17","King                     Louis King","SF","21","Two-Way","'-","'-","'-","'-","'-","2022"

