" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Lillard                     Damian Lillard","PG","29","$29,802,321","27.31%","$29,802,321","$29,802,321","$27,939,676","$29,802,321","2028"
"2","McCollum                     C.J. McCollum","SG","28","$27,556,959","25.25%","$27,556,959","$27,556,959","$25,834,649","$27,556,959","2026"
"3","Whiteside                     Hassan Whiteside","C","30","$27,093,019","24.82%","$27,093,019","$27,093,019","$25,399,705","$27,093,019","2020"
"4","Nurkic                     Jusuf Nurkic","C","25","$13,250,000","12.14%","$13,250,000","$12,000,000","$13,671,875","$12,000,000","2026"
"5","Ariza                     Trevor Ariza","SF","34","$12,200,000","11.18%","$12,200,000","$12,200,000","$5,165,184","$12,200,000","2021"
"6","Hood                     Rodney Hood","SG","27","$5,718,000","5.24%","$5,718,000","$5,718,000","$5,360,625","$5,718,000","2021"
"7","Collins                     Zach Collins","C","22","$4,240,200","3.89%","$4,240,200","$4,240,200","$3,975,188","$4,240,200","2026"
"8","Simons                     Anfernee Simons","SG","20","$2,149,560","1.97%","$2,149,560","$2,149,560","$2,015,213","$2,149,560","2026"
"9","Little                     Nassir Little","SF","19","$2,105,520","1.93%","$2,105,520","$2,105,520","$1,973,925","$2,105,520",""
"10","Swanigan                     Caleb Swanigan","PF","22","$2,033,160","1.86%","$2,033,160","$2,033,160","$860,791","$2,033,160","2020"
"11","Hezonja                     Mario Hezonja","SG","24","$1,737,145","1.59%","$1,737,145","$1,737,145","$1,628,573","$1,737,145","2021"
"12","Gabriel                     Wenyen Gabriel","PF","22","$1,445,697","1.32%","$1,445,697","$1,620,564","$702,429","$1,445,697","2020"
"13","Trent Jr.                     Gary Trent Jr.","SG","21","$1,416,852","1.30%","$1,416,852","$1,416,852","$1,328,299","$1,416,852","2027"
"14","Anthony                     Carmelo Anthony","SF","35","$1,364,204","1.25%","$1,364,204","$1,364,204","$2,024,090","$2,159,029","2020"
"15","Adams                     Jaylen Adams","PG","23","'-","'-","'-","'-","$163,356","$163,356","2020"
"16","Hoard                     Jaylen Hoard","F","20","Two-Way","'-","'-","'-","'-","'-","2020"
"17","Brown                     Moses Brown","C","20","Two-Way","'-","'-","'-","'-","'-",""

