" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Mudiay                     Emmanuel Mudiay","PG","24","$1,620,564","1.48%","","","","",""
"2","Wright-Foreman                     Justin Wright-Foreman","PG","23","$1,445,697","1.32%","","","","",""

