" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Ellis                     Monta Ellis","SG","27","$11,000,000","18.95%","$11,000,000","$11,000,000","$11,000,000","'-","2013"
"2","Ilyasova                     Ersan Ilyasova","PF","25","$7,900,000","13.61%","$7,900,000","$7,900,000","$7,900,000","'-","2017"
"3","Dalembert                     Samuel Dalembert","C","27","$6,698,565","11.54%","$6,698,565","$6,698,565","$6,698,565","'-","2013"
"4","Gooden                     Drew Gooden","PF","31","$6,687,400","11.52%","$6,687,400","$6,687,400","$6,687,400","'-","2013"
"5","Redick                     J.J. Redick","SG","28","$6,190,000","10.66%","$6,190,000","$6,190,000","$6,190,000","$6,190,000","2013"
"6","Mbah a Moute                     Luc Richard Mbah a Moute","PF","26","$4,794,192","8.26%","$4,794,192","$4,794,192","$4,367,711","'-","2015"
"7","Dunleavy                     Mike Dunleavy","SF","32","$3,750,000","6.46%","$3,750,000","$3,750,000","$3,750,000","$3,750,000","2013"
"8","Udoh                     Ekpe Udoh","C","25","$3,524,880","6.07%","$3,524,880","$3,524,880","$3,524,880","'-","2014"
"9","Jennings                     Brandon Jennings","PG","23","$3,179,493","5.48%","$3,179,493","$3,179,493","$3,179,493","'-","2013"
"10","Sanders                     Larry Sanders","C","24","$1,991,760","3.43%","$1,991,760","$1,991,760","$1,991,760","'-",""
"11","Henson                     John Henson","PF","22","$1,823,280","3.14%","$1,823,280","$1,823,280","$1,823,280","$1,823,280","2016"
"12","Ayon                     Gustavo Ayon","PF","27","$1,500,000","2.58%","$1,500,000","$1,500,000","$1,500,000","'-","2014"
"13","Smith                     Ishmael Smith","PG","24","$910,491","1.57%","$910,491","$910,491","$910,491","$910,491","2014"
"14","Przybilla                     Joel Przybilla","C","33","$854,389","1.47%","$854,389","$854,389","$1,352,181","'-","2013"
"15","Daniels                     Marquis Daniels","SF","32","$854,389","1.47%","$854,389","$854,389","'-","'-","2013"

