" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Westbrook                     Russell Westbrook","PG","29","$28,530,608","28.79%","$28,530,608","$28,530,608","$28,530,608","$28,530,608","2026"
"2","Anthony                     Carmelo Anthony","SF","33","$26,243,760","26.48%","$26,243,760","$26,243,760","$26,243,760","$26,243,760","2019"
"3","Adams                     Steven Adams","C","24","$22,471,910","22.68%","$22,471,910","$22,471,910","$22,471,910","$22,471,910","2028"
"4","George                     Paul George","SF","27","$19,508,958","19.69%","$19,508,958","$19,508,958","$19,508,958","$19,508,958","2028"
"5","Roberson                     Andre Roberson","SG","26","$9,259,260","9.34%","$9,259,260","$9,259,260","$9,259,260","$9,259,260","2020"
"6","Abrines                     Alex Abrines","SG","25","$5,725,000","5.78%","$5,725,000","$5,725,000","$5,725,000","$5,725,000","2019"
"7","Patterson                     Patrick Patterson","PF","28","$5,192,000","5.24%","$5,192,000","$5,192,000","$5,192,000","$5,192,000","2020"
"8","Singler                     Kyle Singler","SF","29","$4,666,500","4.71%","$4,666,500","$4,666,500","$4,666,500","$4,666,500","2020"
"9","Ferguson                     Terrance Ferguson","SG","19","$1,785,000","1.80%","$1,785,000","$1,785,000","$1,785,000","$1,785,000","2021"
"10","Grant                     Jerami Grant","SF","23","$1,524,305","1.54%","$1,524,305","$1,524,305","$1,524,305","$1,524,305","2028"
"11","Felton                     Raymond Felton","PG","33","$1,471,382","1.48%","$1,471,382","$1,471,382","$2,328,652","$2,328,652","2018"
"12","Collison                     Nick Collison","PF","37","$1,471,382","1.48%","$1,471,382","$1,471,382","$2,328,652","$2,328,652","2018"
"13","Huestis                     Josh Huestis","SF","26","$1,471,382","1.48%","$1,471,382","$1,471,382","$1,471,382","$1,471,382","2018"
"14","Johnson                     Dakari Johnson","C","22","$815,615","0.82%","$815,615","$815,615","$815,615","$815,615","2019"
"15","Brewer                     Corey Brewer","SG","31","$340,829","0.34%","$340,829","$340,829","$539,405","$539,405","2018"
"16","Hamilton                     Daniel Hamilton","SG","22","Two-Way","'-","'-","'-","$18,432","$50,000",""
"17","Dozier                     P.J. Dozier","PG","21","Two-Way","'-","'-","'-","'-","'-",""

