"Player (3 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Markkanen                   Lauri Markkanen","PF","31","VET-EXT","$53,536,209","29.25%","$53,536,209","'-","'-","'-","$53,536,209"
"Jackson Jr.                   Jaren Jackson Jr.","PF","29","VET-EXT","$52,000,000","28.41%","$52,000,000","'-","'-","'-","$52,000,000"
"Bailey                   Ace Bailey","SF","22","RK-1ST","$12,640,302","6.91%","$12,640,302","'-","'-","'-","'-"

