" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Hayward                     Gordon Hayward","SF","24","$14,746,000","23.38%","$14,746,000","$14,746,000","$14,746,000","'-","2018"
"2","Favors                     Derrick Favors","PF","23","$12,950,000","20.53%","$12,950,000","$12,950,000","$12,950,000","$12,650,000","2018"
"3","Booker                     Trevor Booker","PF","27","$5,000,000","7.93%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2016"
"4","Exum                     Dante Exum","PG","19","$3,615,000","5.73%","$3,615,000","$3,615,000","$3,615,000","$3,615,000","2026"
"5","Burks                     Alec Burks","SG","23","$3,034,356","4.81%","$3,034,356","$3,034,356","$3,034,356","$3,034,356",""
"6","Burke                     Trey Burke","PG","22","$2,548,560","4.04%","$2,548,560","$2,548,560","$2,548,560","'-","2017"
"7","Evans                     Jeremy Evans","SF","27","$1,794,871","2.85%","$1,794,871","$1,794,871","$1,794,871","'-","2015"
"8","Hood                     Rodney Hood","SG","22","$1,290,360","2.05%","$1,290,360","$1,290,360","$1,290,360","$1,290,360","2018"
"9","Gobert                     Rudy Gobert","C","22","$1,127,400","1.79%","$1,127,400","$1,127,400","$1,127,400","$1,127,400","2028"
"10","Jerrett                     Grant Jerrett","PF","21","$816,482","1.29%","$816,482","$816,482","$816,482","'-","2018"
"11","Ingles                     Joe Ingles","SF","27","$507,336","0.80%","$507,336","$507,336","$507,336","$507,336","2026"
"12","Millsap                     Elijah Millsap","SG","27","$241,731","0.38%","$241,731","$241,731","$241,731","$241,731","2017"
"13","Johnson                     Christapher Johnson","SF","24","$113,059","0.18%","$113,059","$113,059","$113,059","'-","2017"
"14","Cotton                     Bryce Cotton","PG","22","$92,514","0.15%","$92,514","$92,514","$92,514","'-","2017"
"15","Cooley                     Jack Cooley","PF","23","$62,671","0.10%","$62,671","$62,671","$62,671","'-","2017"

