" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","James                     LeBron James","SF","31","$22,970,500","32.82%","$22,970,500","$22,970,500","$22,970,500","$22,970,500","2026"
"2","Love                     Kevin Love","C","27","$19,689,000","28.13%","$19,689,000","$19,689,000","$19,689,000","$19,689,000","2026"
"3","Irving                     Kyrie Irving","PG","23","$16,407,500","23.44%","$16,407,500","$16,407,500","$16,407,500","$16,407,500","2028"
"4","Thompson                     Tristan Thompson","C","24","$14,260,870","20.37%","$14,260,870","$14,260,870","$14,260,870","$14,260,870","2020"
"5","Shumpert                     Iman Shumpert","SG","25","$8,988,764","12.84%","$8,988,764","$8,988,764","$8,988,764","$8,988,764","2019"
"6","Frye                     Channing Frye","PF","32","$8,193,029","11.70%","$8,193,029","$8,193,029","$2,650,686","$8,193,029","2018"
"7","Smith                     J.R. Smith","SG","30","$5,000,000","7.14%","$5,000,000","$5,000,000","$5,000,000","$5,000,000","2017"
"8","Mozgov                     Timofey Mozgov","C","29","$4,950,000","7.07%","$4,950,000","$4,950,000","$4,950,000","$4,950,000","2016"
"9","Williams                     Mo Williams","PG","33","$2,100,000","3.00%","$2,100,000","$2,100,000","$2,100,000","'-","2017"
"10","Kaun                     Sasha Kaun","C","30","$1,276,000","1.82%","$1,276,000","$1,276,000","$1,276,000","'-","2017"
"11","Dellavedova                     Matthew Dellavedova","PG","25","$1,147,276","1.64%","$1,147,276","$1,147,276","$1,147,276","$1,147,276","2016"
"12","Jefferson                     Richard Jefferson","SF","35","$947,276","1.35%","$947,276","$947,276","$1,499,187","$1,499,187","2016"
"13","Jones                     James Jones","SG","35","$947,276","1.35%","$947,276","$947,276","$1,499,187","$1,499,187","2016"
"14","McRae                     Jordan McRae","SG","24","$111,196","0.16%","$111,196","$111,196","$111,196","'-","2017"
"15","Jones                     Dahntay Jones","SF","35","$8,819","0.01%","$8,819","$8,779","$8,819","$8,819","2017"

