" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Horford                     Al Horford","C","34","$27,500,000","25.20%","$27,500,000","$27,500,000","$27,500,000","$27,500,000","2027"
"2","Gilgeous-Alexander                     Shai Gilgeous-Alexander","PG","22","$4,141,320","3.79%","$4,141,320","$4,141,320","$4,141,320","$4,141,320","2031"
"3","Deck                     Gabriel Deck","F","25","$3,870,370","3.55%","$3,870,370","$3,870,370","$3,870,370","$3,870,370","2024"
"4","Bradley                     Tony Bradley","C","23","$3,542,060","3.25%","$3,542,060","$3,542,060","$1,285,816","$3,542,060","2021"
"5","Pokusevski                     Aleksej Pokusevski","PF","19","$2,964,840","2.72%","$2,964,840","$2,964,840","$2,964,840","$2,964,840","2024"
"6","Bazley                     Darius Bazley","PF","20","$2,399,160","2.20%","$2,399,160","$2,399,160","$2,399,160","$2,399,160","2023"
"7","Jerome                     Ty Jerome","SG","23","$2,303,040","2.11%","$2,303,040","$2,303,040","$2,303,040","$2,303,040","2028"
"8","Muscala                     Mike Muscala","C","29","$2,283,034","2.09%","$2,283,034","$2,283,034","$2,283,034","$2,283,034","2021"
"9","Williams                     Kenrich Williams","PF","26","$2,000,000","1.83%","$2,000,000","$2,000,000","$2,000,000","$2,000,000","2027"
"10","Maledon                     Theo Maledon","PG","19","$2,000,000","1.83%","$2,000,000","$2,000,000","$2,000,000","$2,000,000","2024"
"11","Mykhailiuk                     Sviatoslav Mykhailiuk","SF","23","$1,663,861","1.52%","$1,663,861","$1,663,861","$740,760","$1,663,861","2021"
"12","Roby                     Isaiah Roby","PF","22","$1,517,981","1.39%","$1,517,981","$1,701,593","$1,517,981","$1,517,981","2023"
"13","Dort                     Luguentz Dort","SG","21","$1,517,981","1.39%","$1,517,981","$1,701,593","$1,517,981","$1,517,981","2027"
"14","Brown                     Moses Brown","C","21","$1,250,000","1.15%","$1,250,000","$1,250,000","$1,250,000","$1,250,000","2025"
"15","Brown Jr.                     Charlie Brown Jr.","SG","22","$19,804","0.02%","$19,804","$22,200","$19,804","$19,804","2022"
"16","Hoard                     Jaylen Hoard","F","21","Two-Way","'-","'-","'-","'-","'-","2021"
"17","Hall                     Josh Hall","SF","20","Two-Way","'-","'-","'-","'-","'-","2021"

