" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Simmons                     Ben Simmons","PG","26","$35,448,672","28.67%","$35,448,672","$35,448,672","$35,448,672","$35,448,672","2025"
"2","Bridges                     Mikal Bridges","SF","26","$21,000,000","16.98%","$21,000,000","$21,000,000","$7,120,690","$21,000,000","2030"
"3","Dinwiddie                     Spencer Dinwiddie","PG","29","$19,500,000","15.77%","$20,571,428","$19,500,000","$7,913,793","$18,000,000","2024"
"4","Harris                     Joe Harris","SG","31","$18,642,857","15.08%","$19,142,857","$18,642,857","$18,642,857","$18,642,857","2024"
"5","Finney-Smith                     Dorian Finney-Smith","PF","29","$12,939,848","10.46%","$12,939,848","$12,939,848","$4,419,103","$12,402,000","2029"
"6","Claxton                     Nicolas Claxton","C","23","$9,350,000","7.56%","$9,775,000","$9,350,000","$9,350,000","$8,500,000","2028"
"7","O'Neale                     Royce O'Neale","SF","29","$9,200,000","7.44%","$9,200,000","$9,200,000","$9,200,000","$9,200,000","2028"
"8","Curry                     Seth Curry","SG","32","$8,496,653","6.87%","$8,496,653","$8,496,653","$8,496,653","$8,496,653","2026"
"9","Mills                     Patty Mills","PG","34","$6,479,000","5.24%","$7,068,000","$6,479,000","$6,479,000","$6,479,000","2024"
"10","Johnson                     Cameron Johnson","SF","26","$5,887,899","4.76%","$5,887,899","$5,887,899","$1,996,472","$5,887,899","2027"
"11","Thomas                     Cameron Thomas","SG","21","$2,138,160","1.73%","$2,138,160","$2,138,160","$2,138,160","$2,138,160","2026"
"12","Sharpe                     Day'Ron Sharpe","C","21","$2,109,480","1.71%","$2,109,480","$2,109,480","$2,109,480","$2,109,480","2027"
"13","Sumner                     Edmond Sumner","SG","27","$1,968,175","1.59%","$1,968,175","$1,968,175","$1,968,175","$1,968,175","2024"
"14","Watanabe                     Yuta Watanabe","SF","28","$1,836,090","1.48%","$1,836,090","$1,836,090","$1,968,175","$1,968,175","2023"
"15","Duke Jr.                     David Duke Jr.","SG","23","$28,241","0.02%","$28,241","$28,241","$28,241","$28,241","2023"
"16","Gray                     RaiQuan Gray","PF","23","Two-Way","'-","'-","'-","'-","'-","2024"
"17","Smith                     Dru Smith","SG","25","Two-Way","'-","'-","'-","'-","'-","2028"

