" ","Player (7)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Mahinmi                     Ian Mahinmi","C","36","$23,175,077","18.74%","","","","","Bird"
"2","Sessions                     Ramon Sessions","PG","36","$1,836,090","1.48%","","","","","Non-Bird"
"3","Lawson                     Ty Lawson","PG","35","$1,836,090","1.48%","","","","","Non-Bird"
"4","Satoransky                     Tomas Satoransky","SG","31","$1,836,090","1.48%","","","","","Non-Bird"
"5","Napier                     Shabazz Napier","PG","31","$1,836,090","1.48%","","","","","Early Bird"
"6","Williams                     Johnathan Williams","PF","27","$1,637,966","1.32%","","","","","Two-Way"
"7","Winston                     Cassius Winston","PG","24","$1,637,966","1.32%","","","","","Two-Way"
"","Round 2, Pick #54","","","                                                   -"," "," "," "," "," "," "

