" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Oladipo                     Victor Oladipo","SG","27","$21,000,000","19.24%","$21,250,000","$21,000,000","$19,687,500","$21,000,000","2021"
"2","Brogdon                     Malcolm Brogdon","PG","27","$20,000,000","18.33%","$20,000,000","$20,000,000","$18,750,000","$20,000,000",""
"3","Turner                     Myles Turner","C","23","$18,000,000","16.49%","$20,000,000","$18,000,000","$17,375,000","$17,500,000","2029"
"4","Warren                     T.J. Warren","SF","26","$10,810,000","9.90%","$11,560,000","$10,810,000","$10,134,375","$10,810,000","2022"
"5","Lamb                     Jeremy Lamb","SG","27","$10,500,000","9.62%","$10,500,000","$10,500,000","$9,843,750","$10,500,000","2022"
"6","McDermott                     Doug McDermott","SF","28","$7,333,333","6.72%","$7,333,333","$7,333,333","$6,875,000","$7,333,333","2021"
"7","Holiday                     Justin Holiday","SG","30","$4,767,000","4.37%","$4,767,000","$4,767,000","$4,469,063","$4,767,000","2020"
"8","Sabonis                     Domantas Sabonis","C","23","$3,529,555","3.23%","$3,529,555","$3,529,555","$3,308,958","$3,529,555","2028"
"9","McConnell                     T.J. McConnell","PG","27","$3,500,000","3.21%","$3,500,000","$3,500,000","$3,281,250","$3,500,000","2029"
"10","Bitadze                     Goga Bitadze","C","20","$2,816,760","2.58%","$2,816,760","$2,816,760","$2,816,760","$2,816,760","2027"
"11","Leaf                     TJ Leaf","PF","22","$2,813,280","2.58%","$2,813,280","$2,813,280","$2,637,450","$2,813,280","2021"
"12","Holiday                     Aaron Holiday","PG","23","$2,239,200","2.05%","$2,239,200","$2,239,200","$2,239,200","$2,239,200","2022"
"13","Sumner                     Edmond Sumner","SG","24","$2,000,000","1.83%","$2,000,000","$2,000,000","$1,875,000","$2,000,000","2022"
"14","Sampson                     JaKarr Sampson","SG","26","$1,620,564","1.48%","$1,620,564","$1,620,564","$1,628,573","$1,737,145","2020"
"15","Johnson                     Alize Johnson","PF","23","$1,416,852","1.30%","$1,416,852","$1,416,852","$1,328,299","$1,416,852","2020"
"16","Mitrou-Long                     Naz Mitrou-Long","PG","26","Two-Way","'-","'-","'-","'-","'-","2020"
"17","Bowen II                     Brian Bowen II","F","21","Two-Way","'-","'-","'-","'-","'-","2020"

