"Player (5 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Murphy III                   Trey Murphy III","SF","28","RK-EXT","$31,000,000","16.94%","$31,000,000","'-","'-","'-","$31,000,000"
"Jones                   Herb Jones","SF","30","VET-EXT","$22,526,964","12.31%","$22,526,964","'-","'-","'-","$22,526,964"
"Fears                   Jeremiah Fears","PG","22","RK-1ST","$10,505,389","5.74%","$10,505,389","'-","'-","'-","'-"
"Queen                   Derik Queen","C","24","RK-1ST","$8,107,918","4.43%","$8,107,918","'-","'-","'-","'-"
"Peavy                   Micah Peavy","SG","27","RK-2ND","$2,735,698","1.49%","$2,735,698","'-","'-","'-","'-"

