" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Markkanen                     Lauri Markkanen","PF","27","$42,176,400","30.00%","$42,176,400","$42,176,400","$42,176,400","$42,176,400","2029"
"2","Collins                     John Collins","PF","27","$26,580,000","18.91%","$26,580,000","$26,580,000","$26,580,000","$26,580,000","2026"
"3","Sexton                     Collin Sexton","PG","26","$18,150,000","12.91%","$18,650,000","$18,150,000","$18,150,000","$18,150,000","2026"
"4","Clarkson                     Jordan Clarkson","SG","32","$14,092,577","10.02%","$14,401,872","$14,092,577","$14,092,577","$14,092,577","2026"
"5","Martin Jr.                     Kenyon Martin Jr.","SF","24","$7,975,000","5.67%","$7,975,000","$7,975,000","$3,025,000","$7,975,000","2026"
"6","Hendricks                     Taylor Hendricks","PF","21","$5,848,680","4.16%","$5,848,680","$5,848,680","$5,848,680","$5,848,680","2027"
"7","Williams                     Cody Williams","SG","20","$5,469,120","3.89%","$5,469,120","$5,469,120","$5,469,120","$5,469,120","2028"
"8","George                     Keyonte George","SG","21","$4,084,200","2.91%","$4,084,200","$4,084,200","$4,084,200","$4,084,200","2027"
"9","Mykhailiuk                     Sviatoslav Mykhailiuk","SG","27","$3,500,000","2.49%","$3,500,000","$3,500,000","$3,500,000","$3,500,000","2028"
"10","Juzang                     Johnny Juzang","SG","23","$3,087,519","2.20%","$3,087,519","$3,087,519","$3,087,519","$3,087,519","2026"
"11","Filipowski                     Kyle Filipowski","PF","21","$3,000,000","2.13%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2028"
"12","Kessler                     Walker Kessler","C","23","$2,965,920","2.11%","$2,965,920","$2,965,920","$2,965,920","$2,965,920","2026"
"13","Sensabaugh                     Brice Sensabaugh","SF","21","$2,571,480","1.83%","$2,571,480","$2,571,480","$2,571,480","$2,571,480","2027"
"14","Collier                     Isaiah Collier","PG","20","$2,512,680","1.79%","$2,512,680","$2,512,680","$2,512,680","$2,512,680","2028"
"15","Springer                     Jaden Springer","PG","22","$634,437","0.45%","$634,437","$634,437","$634,437","$634,437","2027"
"16","Potter                     Micah Potter","C","26","Two-Way","'-","'-","'-","'-","'-","2027"
"17","Tshiebwe                     Oscar Tshiebwe","PF","25","Two-Way","'-","'-","'-","'-","'-","2026"
"18","Harkless                     Elijah Harkless","PG","24","Two-Way","'-","'-","'-","'-","'-","2026"

