" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Swanigan                     Caleb Swanigan","PF","23","$3,665,787","3.36%","","","","",""
"2","Brown                     Moses Brown","C","21","$1,445,697","1.32%","","","","",""

